# x,y,theta,velocity,time
-1.514698453636605491e+00,-8.451169629883176215e-01,1.352806880840297987e+00,0.000000000000000000e+00,5.603880356415999813e+03
-1.515849287749685415e+00,-8.453178496305276957e-01,1.350672807031543465e+00,0.000000000000000000e+00,5.603899234016000264e+03
-1.508833954032387847e+00,-8.456428054073898970e-01,1.349810205954664166e+00,0.000000000000000000e+00,5.603919159840000248e+03
-1.508341615988227025e+00,-8.425369232543529208e-01,1.349965196290759284e+00,0.000000000000000000e+00,5.603940072223999778e+03
-1.507351700303416253e+00,-8.410567461701152769e-01,1.348573777833439458e+00,0.000000000000000000e+00,5.603964302112000041e+03
-1.508651699460809681e+00,-8.406790446014283935e-01,1.348541272854923534e+00,0.000000000000000000e+00,5.603983874303999983e+03
-1.519699826013043653e+00,-8.351072625210477218e-01,1.347802068550104870e+00,0.000000000000000000e+00,5.604012587807999807e+03
-1.521584824707344907e+00,-8.336847046915047965e-01,1.352547925234083070e+00,0.000000000000000000e+00,5.604044635231999564e+03
-1.518766720371092172e+00,-8.322861065865687635e-01,1.350545314358553517e+00,0.000000000000000000e+00,5.604078579359999821e+03
-1.515549387856059305e+00,-8.296862085721871116e-01,1.348992460439615959e+00,0.000000000000000000e+00,5.604108493951999662e+03
-1.522183183244153692e+00,-8.316717548431100671e-01,1.349341476242861715e+00,0.000000000000000000e+00,5.604131616767999731e+03
-1.517640700113599195e+00,-8.360298306894380360e-01,1.351604580797337141e+00,0.000000000000000000e+00,5.604154099583999596e+03
-1.510964272111658069e+00,-8.414979857373962036e-01,1.347636261691442350e+00,0.000000000000000000e+00,5.604173585280000225e+03
-1.509581307744435108e+00,-8.388169430059029263e-01,1.348231515035279937e+00,0.000000000000000000e+00,5.604187516447999769e+03
-1.507121735371831139e+00,-8.424148976205777517e-01,1.348970311429084079e+00,0.000000000000000000e+00,5.604208882912000263e+03
-1.505880426057780497e+00,-8.448242048888989775e-01,1.349512578651573813e+00,0.000000000000000000e+00,5.604241770751999866e+03
-1.506886082851725206e+00,-8.389747297080260013e-01,1.347732723850110892e+00,0.000000000000000000e+00,5.604266897120000067e+03
-1.511574705385022144e+00,-8.392356617383873729e-01,1.347175330712233832e+00,0.000000000000000000e+00,5.604293425247999949e+03
-1.507301650965863438e+00,-8.445560182614517686e-01,1.348530886362990122e+00,0.000000000000000000e+00,5.604311416831999850e+03
-1.512244921792384122e+00,-8.405002912408030546e-01,1.350002270263509274e+00,0.000000000000000000e+00,5.604333896031999757e+03
-1.507037751747133614e+00,-8.384302941440588963e-01,1.349210907027057038e+00,0.000000000000000000e+00,5.604348116928000309e+03
-1.509571540839743209e+00,-8.418382054869484321e-01,1.349890805727459897e+00,0.000000000000000000e+00,5.604365067615999578e+03
-1.512823117727688960e+00,-8.380331791939618080e-01,1.347827917615342264e+00,0.000000000000000000e+00,5.604382128928000384e+03
-1.517744445455009750e+00,-8.431151127568377035e-01,1.348610499448195998e+00,0.000000000000000000e+00,5.604401118495999981e+03
-1.522980951173308339e+00,-8.370870457730195113e-01,1.347159645809455686e+00,0.000000000000000000e+00,5.604419086943999901e+03
-1.519121183256960883e+00,-8.323772272548286555e-01,1.350466802772011254e+00,0.000000000000000000e+00,5.604435546943999725e+03
-1.523057104897717728e+00,-8.267695513452733014e-01,1.349135715128598756e+00,0.000000000000000000e+00,5.604457853951999823e+03
-1.525871263306644243e+00,-8.220586707161470219e-01,1.348671451235067931e+00,0.000000000000000000e+00,5.604476584031999664e+03
-1.527375374837526056e+00,-8.240463153273419605e-01,1.346620026912701329e+00,0.000000000000000000e+00,5.604502887327999815e+03
-1.530971723338569568e+00,-8.268810745834906939e-01,1.346772351637240295e+00,0.000000000000000000e+00,5.604522990303999904e+03
-1.528154016429255524e+00,-8.307901234638110921e-01,1.347919556554596054e+00,0.000000000000000000e+00,5.604541319488000227e+03
-1.523085909615735645e+00,-8.311707947286349762e-01,1.350324029676820192e+00,0.000000000000000000e+00,5.604565139936000378e+03
-1.523066380112073848e+00,-8.353214900032805978e-01,1.352128086799474271e+00,0.000000000000000000e+00,5.604577246976000424e+03
-1.522477000818895254e+00,-8.354673888327077691e-01,1.350658395416062696e+00,0.000000000000000000e+00,5.604599965503999556e+03
-1.522282265246952093e+00,-8.316599615586145466e-01,1.350434989125337992e+00,0.000000000000000000e+00,5.604623291488000177e+03
-1.514589931608800066e+00,-8.377344944028621843e-01,1.348177044832707505e+00,0.000000000000000000e+00,5.604645670048000284e+03
-1.514068955035489994e+00,-8.401244457883658701e-01,1.348360678405797763e+00,0.000000000000000000e+00,5.604666438592000304e+03
-1.511932716238943986e+00,-8.440236115458019661e-01,1.349892087394343632e+00,0.000000000000000000e+00,5.604686859999999797e+03
