# time,x,y,theta,speed
1761155972.77037,4.02593206589854,1.24679690027589,-1.43795650119541,1.24578522909011
1761155972.79126,4.02713128751258,1.22223386988171,-1.45817446288892,1.21510121108696
1761155972.8103,4.02778306786249,1.19817514300532,-1.47821744929671,1.19286694227166
1761155972.83123,4.02785784255385,1.17426310810885,-1.4984442685131,1.19835116043883
1761155972.85058,4.02733850968914,1.15064492801491,-1.51934668885408,1.16581158673197
1761155972.87154,4.0263256946452,1.12759945699909,-1.53981389113085,1.14223274794374
1761155972.89096,4.02489049117433,1.10505565219372,-1.5593176982543,1.11801863611271
1761155972.9108,4.02304011632974,1.08295763899623,-1.57812759281603,1.10047260834643
1761155972.93017,4.02083946397373,1.06173676196328,-1.59658382527469,1.03639491002215
1761155972.95172,4.01827684169628,1.04112160257824,-1.61428150405651,1.04096496653583
1761155972.97052,4.01529790552592,1.02047420613763,-1.63137373050951,1.04515420322024
1761155972.99087,4.01192102400361,0.99980576714224,-1.64825459545006,1.04907368928098
1761155973.01052,4.00823591423101,0.97955615547051,-1.66519459015221,1.01116387191886
1761155973.03172,4.00422097067669,0.959566278273716,-1.68185865132641,1.02757045535625
1761155973.05033,3.99978985941534,0.939341086665142,-1.69833627699775,1.04275850573466
1761155973.07089,3.99495071960591,0.918909063800707,-1.71488352354189,1.05681851787264
1761155973.09083,3.98964778710729,0.898287491962834,-1.73219373188983,1.07228571214679
1761155973.11067,3.98383915104367,0.87749329561098,-1.75043006982553,1.08660414329115
1761155973.13022,3.97753985308543,0.856554450997451,-1.76923748061973,1.09985912362468
1761155973.15128,3.97080370286043,0.83567939587396,-1.78861676230838,1.09399321238044
1761155973.17018,3.96358796254505,0.815027209666126,-1.80917967356316,1.09766205077316
1761155973.19091,3.95582838288999,0.794374248701203,-1.83027706186463,1.10850539030596
1761155973.21067,3.94753817965062,0.773703360419711,-1.85161830343511,1.11854338085983
1761155973.23126,3.93874546227001,0.752856550162338,-1.87224928632548,1.143705375213
1761155973.25033,3.9294380871827,0.731703967270867,-1.89203496546228,1.16699856007782
1761155973.27088,3.91970528131834,0.710404510982628,-1.91119208603172,1.17470927762136
1761155973.29015,3.90952083135685,0.68896863152033,-1.92999567236607,1.198247407933
1761155973.31083,3.89887959634213,0.66725010719061,-1.94783686843697,1.22003733941996
1761155973.33017,3.88783148094798,0.64542234814743,-1.9653074962824,1.22635670701215
1761155973.35133,3.87633541438945,0.623500908937806,-1.98274252788929,1.24869632891678
1761155973.37069,3.86423060217179,0.601421638837308,-2.00113757226277,1.26917441441566
1761155973.39104,3.85158729800651,0.579349468279904,-2.02030537958938,1.27448212653011
1761155973.41045,3.83848578437229,0.55742699434503,-2.03986905701452,1.27939561895323
1761155973.43208,3.82491394281376,0.535482917078542,-2.05867266569577,1.30056247933166
1761155973.4502,3.81077510866859,0.513414454947134,-2.07718380799632,1.32015725053777
1761155973.47137,3.79608012993441,0.491426759156691,-2.0965453706652,1.32444516867362
1761155973.49029,3.78089072861211,0.469481521986521,-2.11553102182517,1.34426104714319
1761155973.5108,3.76512110236426,0.447478469919596,-2.13428811844922,1.36260518181056
1761155973.53035,3.74877455688608,0.425459240964615,-2.15304041411443,1.37958687173569
1761155973.55177,3.73186780654364,0.403386814728821,-2.17124534738572,1.40051934784971
1761155973.57062,3.71436855750089,0.381269038175091,-2.18938227702123,1.41970754246605
1761155973.59184,3.69624086489685,0.359179590973684,-2.20808615772547,1.43766021587159
1761155973.61044,3.67758618161187,0.337263001951268,-2.22728661676772,1.44042732148551
1761155973.63279,3.65849118977766,0.315657934775155,-2.24697924827757,1.44298891712721
1761155973.65068,3.6388904961532,0.294443488342721,-2.26792963057333,1.44536025286074
1761155973.67089,3.61884013600684,0.273685492267364,-2.28971689851492,1.44094834292962
1761155973.69055,3.59829725104376,0.253340206780952,-2.31189250740331,1.45025852083998
1761155973.71142,3.57714153036938,0.233371362122774,-2.33489875649622,1.45887722193859
1761155973.7306,3.55562804369145,0.214002786078335,-2.35849933661943,1.43709587787049
1761155973.75078,3.53373928658752,0.195155099842459,-2.38173710916517,1.45130470457746
1761155973.77026,3.51123295227231,0.176616038716185,-2.40450212816592,1.46445821966185
1761155973.79109,3.4881847691605,0.158344621768138,-2.42614622339528,1.47663480812719
1761155973.81023,3.46481539203748,0.140453382103676,-2.44661280016496,1.467063976103
1761155973.83116,3.44114009713255,0.122920770867772,-2.46585293984071,1.47885820508445
1761155973.85025,3.41699264546282,0.105651165279543,-2.4843463322391,1.48977645776096
1761155973.87125,3.39258893452168,0.0888130838070027,-2.50260960968471,1.47588556920914
1761155973.89039,3.36786086408239,0.0724425977020003,-2.52129755433237,1.48959116140618
1761155973.91079,3.34272222989411,0.0565410715709385,-2.54077276638459,1.48526650135833
1761155973.93073,3.31732477022435,0.0411988253934957,-2.5607862288347,1.48213274518019
1761155973.95128,3.29149713584543,0.0263099617995948,-2.58094717457229,1.49889963183487
1761155973.97023,3.26509130329682,0.0117901794676793,-2.60116236449612,1.51442121987273
1761155973.99175,3.23825930906918,-0.00227096197841739,-2.62160485131527,1.51493568240045
1761155974.01055,3.21116633894209,-0.0158448719649901,-2.64161780357615,1.51540727457353
1761155974.03104,3.18371694053473,-0.0290224297800805,-2.66078020713743,1.52931887191371
1761155974.0508,3.15580553375049,-0.0418463170166968,-2.67932861849581,1.54219724060682
1761155974.07095,3.12766872437322,-0.0542964052295011,-2.69671161441435,1.53503122441952
1761155974.09068,3.09928274051561,-0.0663670479508872,-2.71329715667996,1.5494054710626
