# time,x,y,theta
1.761182088301778078e+09,1.868115425109863281e+00,-2.358873039484024048e-01,3.172130107879638672e+00
1.761182088368419170e+09,1.763444066047668457e+00,-2.373657822608947754e-01,3.157792091369628906e+00
1.761182088437795639e+09,1.658672451972961426e+00,-2.381132394075393677e-01,3.149829864501953125e+00
1.761182088501772165e+09,1.568813681602478027e+00,-2.383714914321899414e-01,3.145278930664062500e+00
1.761182088568445206e+09,1.463933706283569336e+00,-2.381856590509414673e-01,3.140336990356445312e+00
1.761182088637663841e+09,1.359021425247192383e+00,-2.374877631664276123e-01,3.135522127151489258e+00
1.761182088701774597e+09,1.269080162048339844e+00,-2.364796847105026245e-01,3.131371736526489258e+00
1.761182088768424511e+09,1.164138555526733398e+00,-2.348274886608123779e-01,3.126496076583862305e+00
1.761182088838000774e+09,1.059192895889282227e+00,-2.326713651418685913e-01,3.121684312820434570e+00
1.761182088901738644e+09,9.692413210868835449e-01,-2.304161339998245239e-01,3.117531538009643555e+00
1.761182088968523741e+09,8.643044233322143555e-01,-2.273101657629013062e-01,3.112653732299804688e+00
1.761182089038092136e+09,7.593787312507629395e-01,-2.237007468938827515e-01,3.107840299606323242e+00
1.761182089101779938e+09,6.694545149803161621e-01,-2.202000468969345093e-01,3.103686571121215820e+00
1.761182089168975830e+09,5.645574927330017090e-01,-2.156991213560104370e-01,3.099471330642700195e+00
1.761182089238866329e+09,4.596429169178009033e-01,-2.115838378667831421e-01,3.101890802383422852e+00
1.761182089301725864e+09,3.696996867656707764e-01,-2.084701508283615112e-01,3.105740547180175781e+00
1.761182089368392467e+09,2.647655904293060303e-01,-2.048255950212478638e-01,3.106249570846557617e+00
1.761182089437284946e+09,1.598522663116455078e-01,-2.006056904792785645e-01,3.102197408676147461e+00
1.761182089501804590e+09,6.993764638900756836e-02,-1.967120915651321411e-01,3.099434614181518555e+00
1.761182089568423748e+09,-3.498360514640808105e-02,-1.926732957363128662e-01,3.102523326873779297e+00
1.761182089637444496e+09,-1.399192810058593750e-01,-1.890186369419097900e-01,3.105800390243530273e+00
1.761182089701797009e+09,-2.298500835895538330e-01,-1.855025440454483032e-01,3.103330612182617188e+00
1.761182089768462420e+09,-3.347495198249816895e-01,-1.809186339378356934e-01,3.098769426345825195e+00
1.761182089837350130e+09,-4.396264851093292236e-01,-1.758443266153335571e-01,3.093992948532104492e+00
1.761182089901735067e+09,-5.295008420944213867e-01,-1.710941940546035767e-01,3.089841365814208984e+00
1.761182089968369007e+09,-6.343283057212829590e-01,-1.650810241699218750e-01,3.084961891174316406e+00
1.761182090037702560e+09,-7.391257882118225098e-01,-1.585663259029388428e-01,3.080147266387939453e+00
1.761182090101788998e+09,-8.289107680320739746e-01,-1.523579508066177368e-01,3.073760986328125000e+00
1.761182090168401241e+09,-9.335480332374572754e-01,-1.436499953269958496e-01,3.060610771179199219e+00
1.761182090237449884e+09,-1.038048148155212402e+00,-1.334261596202850342e-01,3.046215772628784180e+00
1.761182090301819324e+09,-1.127493739128112793e+00,-1.234581544995307922e-01,3.033650875091552734e+00
1.761182090368431568e+09,-1.231578826904296875e+00,-1.096483618021011353e-01,3.012563705444335938e+00
1.761182090437454224e+09,-1.335296988487243652e+00,-9.330761432647705078e-02,2.988791465759277344e+00
1.761182090501824617e+09,-1.423852443695068359e+00,-7.725942879915237427e-02,2.967406034469604492e+00
1.761182090568406343e+09,-1.526538610458374023e+00,-5.536304041743278503e-02,2.935913085937500000e+00
1.761182090636889458e+09,-1.628421545028686523e+00,-2.998936548829078674e-02,2.902274370193481445e+00
1.761182090701789618e+09,-1.715024232864379883e+00,-5.506943445652723312e-03,2.873110055923461914e+00
1.761182090768430233e+09,-1.814868688583374023e+00,2.696222998201847076e-02,2.832638740539550781e+00
1.761182090837212563e+09,-1.913198709487915039e+00,6.376551091670989990e-02,2.789480686187744141e+00
1.761182090902990818e+09,-1.995580434799194336e+00,9.896845370531082153e-02,2.747736930847167969e+00
1.761182090968412399e+09,-2.088597536087036133e+00,1.443648338317871094e-01,2.695355892181396484e+00
1.761182091038427830e+09,-2.178050041198730469e+00,1.941231638193130493e-01,2.642776012420654297e+00
1.761182091101788759e+09,-2.251867532730102539e+00,2.402433156967163086e-01,2.596783161163330078e+00
1.761182091168385983e+09,-2.334038496017456055e+00,2.985287010669708252e-01,2.537268400192260742e+00
1.761182091236988306e+09,-2.411908626556396484e+00,3.613706231117248535e-01,2.476849555969238281e+00
1.761182091301830292e+09,-2.475251674652099609e+00,4.187380075454711914e-01,2.425171136856079102e+00
1.761182091368511677e+09,-2.545104980468750000e+00,4.895769059658050537e-01,2.365038394927978516e+00
1.761182091437179565e+09,-2.610435485839843750e+00,5.644500851631164551e-01,2.304429769515991211e+00
1.761182091501851082e+09,-2.662169218063354492e+00,6.320207118988037109e-01,2.247197866439819336e+00
1.761182091568423033e+09,-2.717196702957153320e+00,7.144666910171508789e-01,2.178492784500122070e+00
1.761182091636933804e+09,-2.766458988189697266e+00,8.002340793609619141e-01,2.111699104309082031e+00
1.761182091701814175e+09,-2.804409503936767578e+00,8.757121562957763672e-01,2.058768510818481445e+00
1.761182091768420219e+09,-2.842812299728393555e+00,9.660942554473876953e-01,1.992065191268920898e+00
1.761182091836914062e+09,-2.874865055084228516e+00,1.058350205421447754e+00,1.926064252853393555e+00
1.761182091901828051e+09,-2.897824048995971680e+00,1.138420224189758301e+00,1.873782992362976074e+00
1.761182091968414307e+09,-2.918467998504638672e+00,1.232718944549560547e+00,1.807929396629333496e+00
1.761182092037182331e+09,-2.932464361190795898e+00,1.327565073966979980e+00,1.740820407867431641e+00
1.761182092101753712e+09,-2.939250707626342773e+00,1.408837556838989258e+00,1.683491706848144531e+00
1.761182092168488741e+09,-2.941187143325805664e+00,1.503254413604736328e+00,1.617115974426269531e+00
1.761182092237640381e+09,-2.936815738677978516e+00,1.596738100051879883e+00,1.551146388053894043e+00
1.761182092301718950e+09,-2.928181409835815430e+00,1.675841450691223145e+00,1.495108127593994141e+00
1.761182092368487835e+09,-2.912584066390991211e+00,1.766615390777587891e+00,1.430250048637390137e+00
1.761182092437027454e+09,-2.891244649887084961e+00,1.855399847030639648e+00,1.365801215171813965e+00
1.761182092501783609e+09,-2.868577241897583008e+00,1.929613947868347168e+00,1.311044931411743164e+00
1.761182092568443298e+09,-2.836792230606079102e+00,2.013677835464477539e+00,1.243610024452209473e+00
1.761182092637109995e+09,-2.799073934555053711e+00,2.094574451446533203e+00,1.172787904739379883e+00
1.761182092701761484e+09,-2.762350082397460938e+00,2.161205291748046875e+00,1.112058162689208984e+00
1.761182092768473864e+09,-2.714696884155273438e+00,2.235496044158935547e+00,1.041499614715576172e+00
1.761182092837075472e+09,-2.662100076675415039e+00,2.305931091308593750e+00,9.713756442070007324e-01
1.761182092901797056e+09,-2.613253355026245117e+00,2.363105535507202148e+00,9.114274978637695312e-01
1.761182092968489408e+09,-2.552078008651733398e+00,2.425912380218505859e+00,8.415586948394775391e-01
1.761182093037519693e+09,-2.487067461013793945e+00,2.484728813171386719e+00,7.767465114593505859e-01
1.761182093101840258e+09,-2.428630828857421875e+00,2.532011508941650391e+00,7.236356139183044434e-01
1.761182093168427467e+09,-2.357337713241577148e+00,2.583302974700927734e+00,6.619942188262939453e-01
1.761182093238279104e+09,-2.282816171646118164e+00,2.630257606506347656e+00,6.002300977706909180e-01
1.761182093301780701e+09,-2.216484546661376953e+00,2.666943788528442383e+00,5.471770763397216797e-01
1.761182093368556738e+09,-2.136488914489746094e+00,2.705746173858642578e+00,4.880218803882598877e-01
1.761182093437859058e+09,-2.054036378860473633e+00,2.740675449371337891e+00,4.332280158996582031e-01
1.761182093501805544e+09,-1.981404185295104980e+00,2.767315387725830078e+00,3.864339888095855713e-01
1.761182093568506002e+09,-1.894466042518615723e+00,2.794422864913940430e+00,3.321314156055450439e-01
1.761182093638044119e+09,-1.805352926254272461e+00,2.817872762680053711e+00,2.833847999572753906e-01
1.761182093701731682e+09,-1.727304458618164062e+00,2.834968090057373047e+00,2.425858229398727417e-01
1.761182093768495083e+09,-1.634425878524780273e+00,2.851493597030639648e+00,1.977266222238540649e-01
1.761182093837279558e+09,-1.539630055427551270e+00,2.864824056625366211e+00,1.573389321565628052e-01
1.761182093901795149e+09,-1.456875324249267578e+00,2.873475313186645508e+00,1.228546053171157837e-01
1.761182093968493462e+09,-1.358664870262145996e+00,2.880608081817626953e+00,8.633899688720703125e-02
1.761182094037245274e+09,-1.258715629577636719e+00,2.884922027587890625e+00,5.361472070217132568e-02
1.761182094102003336e+09,-1.171837329864501953e+00,2.886229276657104492e+00,2.635457925498485565e-02
1.761182094168383360e+09,-1.069487929344177246e+00,2.885626316070556641e+00,5.923901917412877083e-04
1.761182094237469435e+09,-9.664137363433837891e-01,2.882698059082031250e+00,6.259818553924560547e+00
1.761182094302988529e+09,-8.776834011077880859e-01,2.878579854965209961e+00,6.242487430572509766e+00
1.761182094368444920e+09,-7.738614082336425781e-01,2.872494697570800781e+00,6.227157592773437500e+00
1.761182094437562943e+09,-6.698328256607055664e-01,2.865122556686401367e+00,6.214803695678710938e+00
1.761182094501837730e+09,-5.805270075798034668e-01,2.858420610427856445e+00,6.209392547607421875e+00
1.761182094568415165e+09,-4.762338399887084961e-01,2.850121498107910156e+00,6.204298496246337891e+00
1.761182094637656450e+09,-3.718637228012084961e-01,2.841424703598022461e+00,6.200770854949951172e+00
1.761182094701810598e+09,-2.823112905025482178e-01,2.834333658218383789e+00,6.203211784362792969e+00
1.761182094768391848e+09,-1.777445673942565918e-01,2.826529026031494141e+00,6.207764625549316406e+00
1.761182094837969542e+09,-7.310178130865097046e-02,2.819205999374389648e+00,6.212535858154296875e+00
1.761182094901777029e+09,1.666394062340259552e-02,2.813670396804809570e+00,6.219958305358886719e+00
1.761182094968401909e+09,1.214901953935623169e-01,2.808671951293945312e+00,6.233397006988525391e+00
1.761182095037507772e+09,2.263932526111602783e-01,2.805187463760375977e+00,6.247826576232910156e+00
1.761182095101823568e+09,3.163410723209381104e-01,2.802929639816284180e+00,6.255954265594482422e+00
1.761182095168418884e+09,4.212972521781921387e-01,2.800712108612060547e+00,6.261596679687500000e+00
1.761182095238261223e+09,5.262689590454101562e-01,2.799010276794433594e+00,6.266506671905517578e+00
1.761182095301979780e+09,6.162538528442382812e-01,2.797967195510864258e+00,6.270669460296630859e+00
1.761182095368447304e+09,7.212435007095336914e-01,2.797230005264282227e+00,6.275547504425048828e+00
1.761182095437559843e+09,8.262376785278320312e-01,2.796998500823974609e+00,6.280360698699951172e+00
1.761182095501944780e+09,9.162339568138122559e-01,2.797207832336425781e+00,1.328867278061807156e-03
1.761182095568418980e+09,1.021228551864624023e+00,2.797927618026733398e+00,6.207368802279233932e-03
1.761182095637825012e+09,1.126219272613525391e+00,2.799150943756103516e+00,1.102130766957998276e-02
1.761182095701771259e+09,1.216206312179565430e+00,2.800596952438354492e+00,1.505513116717338562e-02
1.761182095768406868e+09,1.321196079254150391e+00,2.801970243453979492e+00,1.335284486413002014e-02
1.761182095837489605e+09,1.426191806793212891e+00,2.802818775177001953e+00,8.967581205070018768e-03
1.761182095902431965e+09,1.516190648078918457e+00,2.803152084350585938e+00,4.862456116825342178e-03
1.761182095968420506e+09,1.621188402175903320e+00,2.802746534347534180e+00,6.280012130737304688e+00
1.761182096038223028e+09,1.726168513298034668e+00,2.800764083862304688e+00,6.266459465026855469e+00
1.761182096101773024e+09,1.816120982170104980e+00,2.797864198684692383e+00,6.254120826721191406e+00
1.761182096168459654e+09,1.921010971069335938e+00,2.793080806732177734e+00,6.239632129669189453e+00
1.761182096237450123e+09,2.025812149047851562e+00,2.786653518676757812e+00,6.223761081695556641e+00
1.761182096301802635e+09,2.115497827529907227e+00,2.779158830642700195e+00,6.204699993133544922e+00
1.761182096368432522e+09,2.219907283782958984e+00,2.768061161041259766e+00,6.180754661560058594e+00
1.761182096437406778e+09,2.324019670486450195e+00,2.754458189010620117e+00,6.156591415405273438e+00
1.761182096501820087e+09,2.412975311279296875e+00,2.740798234939575195e+00,6.135822772979736328e+00
1.761182096568514347e+09,2.516258239746093750e+00,2.721917152404785156e+00,6.106139183044433594e+00
1.761182096637799501e+09,2.618831872940063477e+00,2.699498176574707031e+00,6.072753906250000000e+00
1.761182096701661587e+09,2.706108093261718750e+00,2.677537679672241211e+00,6.043742179870605469e+00
1.761182096768450737e+09,2.807075500488281250e+00,2.648735523223876953e+00,6.009857654571533203e+00
1.761182096837606430e+09,2.906903028488159180e+00,2.616213560104370117e+00,5.972736835479736328e+00
1.761182096901755571e+09,2.991257429122924805e+00,2.584854364395141602e+00,5.936316490173339844e+00
1.761182096968430281e+09,3.088005304336547852e+00,2.544367074966430664e+00,5.892819404602050781e+00
1.761182097037806273e+09,3.182465553283691406e+00,2.499914646148681641e+00,5.849238872528076172e+00
1.761182097101810455e+09,3.260742425918579102e+00,2.458573341369628906e+00,5.807643413543701172e+00
1.761182097168567419e+09,3.348370790481567383e+00,2.406484127044677734e+00,5.755799770355224609e+00
1.761182097237368345e+09,3.432098150253295898e+00,2.350460529327392578e+00,5.703946113586425781e+00
1.761182097301841259e+09,3.500629901885986328e+00,2.299566984176635742e+00,5.659842967987060547e+00
1.761182097368396759e+09,3.576377153396606445e+00,2.236492872238159180e+00,5.603208541870117188e+00
1.761182097437125683e+09,3.647295236587524414e+00,2.169593095779418945e+00,5.544121265411376953e+00
1.761182097502067089e+09,3.704255342483520508e+00,2.109465122222900391e+00,5.493714809417724609e+00
1.761182097568496943e+09,3.766182899475097656e+00,2.036371231079101562e+00,5.435350418090820312e+00
1.761182097637103319e+09,3.822719812393188477e+00,1.959990024566650391e+00,5.372250556945800781e+00
1.761182097701853991e+09,3.866618871688842773e+00,1.891964793205261230e+00,5.315781593322753906e+00
1.761182097768438816e+09,3.912544727325439453e+00,1.809969067573547363e+00,5.249858856201171875e+00
1.761182097837357998e+09,3.952792167663574219e+00,1.725369691848754883e+00,5.184235095977783203e+00
1.761182097901932240e+09,3.982705593109130859e+00,1.651046991348266602e+00,5.128106594085693359e+00
1.761182097968497992e+09,4.012179851531982422e+00,1.562558770179748535e+00,5.062718868255615234e+00
