# time,x,y
1.761182079568729401e+09,-2.739543914794921875e+00,8.230118155479431152e-01
1.761182079638299704e+09,-2.763775348663330078e+00,8.953529596328735352e-01
1.761182079702600956e+09,-2.764982938766479492e+00,9.651088118553161621e-01
1.761182079768419743e+09,-2.823303699493408203e+00,1.085206389427185059e+00
1.761182079837290764e+09,-2.881407022476196289e+00,1.136148095130920410e+00
1.761182079901839972e+09,-2.933937549591064453e+00,1.198498368263244629e+00
1.761182079968525410e+09,-2.917546987533569336e+00,1.277729272842407227e+00
1.761182080037499905e+09,-2.926281929016113281e+00,1.406197428703308105e+00
1.761182080101924658e+09,-2.929174184799194336e+00,1.538581967353820801e+00
1.761182080168427944e+09,-2.925575733184814453e+00,1.603288173675537109e+00
1.761182080237300158e+09,-2.928894042968750000e+00,1.660403490066528320e+00
1.761182080301864624e+09,-2.920546293258666992e+00,1.789106607437133789e+00
1.761182080368490696e+09,-2.918226242065429688e+00,1.860127925872802734e+00
1.761182080436972380e+09,-2.862461566925048828e+00,1.920581340789794922e+00
1.761182080568468094e+09,-2.775571346282958984e+00,2.086915969848632812e+00
1.761182080701731443e+09,-2.679789304733276367e+00,2.233353853225708008e+00
1.761182081037169456e+09,-2.399346351623535156e+00,2.607703208923339844e+00
1.761182081168485641e+09,-1.414822220802307129e+00,-5.567214488983154297e-01
1.761182081168485641e+09,-2.297286033630371094e+00,2.690696954727172852e+00
1.761182081237950087e+09,-2.200863599777221680e+00,2.706738710403442383e+00
1.761182081302145004e+09,-2.089239120483398438e+00,2.733337879180908203e+00
1.761182081368472099e+09,-2.041529893875122070e+00,2.735288381576538086e+00
1.761182081437222004e+09,-1.982680797576904297e+00,2.749585866928100586e+00
1.761182081501740217e+09,-1.843819499015808105e+00,2.814728498458862305e+00
1.761182081568525553e+09,-1.761389017105102539e+00,2.848222494125366211e+00
1.761182081637270212e+09,-1.678877472877502441e+00,2.847524642944335938e+00
1.761182081701772213e+09,-1.615033507347106934e+00,2.858321666717529297e+00
1.761182081768546343e+09,-1.550278186798095703e+00,2.904828786849975586e+00
1.761182081837541819e+09,-1.423131585121154785e+00,2.895122528076171875e+00
1.761182081901805401e+09,-1.284477949142456055e+00,2.934861660003662109e+00
1.761182081968462944e+09,-1.187029480934143066e+00,2.937716722488403320e+00
1.761182082037093639e+09,-1.087788462638854980e+00,2.933277606964111328e+00
1.761182082101808310e+09,-9.852123260498046875e-01,2.921255826950073242e+00
1.761182082168490171e+09,-8.936878442764282227e-01,2.917725324630737305e+00
1.761182082237462997e+09,-8.106595873832702637e-01,2.906281709671020508e+00
1.761182082301808834e+09,-7.087392807006835938e-01,2.918491125106811523e+00
1.761182082368448019e+09,-6.041074991226196289e-01,2.878816366195678711e+00
1.761182082437587976e+09,-5.121278166770935059e-01,2.873040437698364258e+00
1.761182082501744270e+09,-4.166530966758728027e-01,2.888976335525512695e+00
1.761182082568416595e+09,-2.995589673519134521e-01,2.869628190994262695e+00
1.761182082638110161e+09,-2.183650434017181396e-01,2.861476421356201172e+00
1.761182082701767206e+09,-1.357369869947433472e-01,2.868291378021240234e+00
1.761182082768431187e+09,-4.021906293928623199e-03,2.831631183624267578e+00
1.761182082838892698e+09,8.183630555868148804e-02,2.827921390533447266e+00
1.761182082901829720e+09,3.750219196081161499e-02,2.837765455245971680e+00
