# x,y,theta,velocity,time
-1.483128267886271612e+00,-7.308716263351545672e-01,1.365661811814480320e+00,0.000000000000000000e+00,1.738850583115859509e+09
-1.490361376066239751e+00,-7.302913136432132024e-01,1.366558269554201122e+00,0.000000000000000000e+00,1.738850583137185574e+09
-1.489801689588597267e+00,-7.268262752683407601e-01,1.366349087266821360e+00,0.000000000000000000e+00,1.738850583157565355e+09
-1.486154097562151000e+00,-7.245098690250526552e-01,1.366702079113685242e+00,0.000000000000000000e+00,1.738850583178664684e+09
-1.484043876467290524e+00,-7.237994589126901523e-01,1.366133601164696731e+00,0.000000000000000000e+00,1.738850583199048519e+09
-1.484408621717128174e+00,-7.221758259841578598e-01,1.365433958644747481e+00,0.000000000000000000e+00,1.738850583220631123e+09
-1.479083541321253081e+00,-7.225892235551419907e-01,1.364302526529912241e+00,0.000000000000000000e+00,1.738850583241281748e+09
-1.480837358553485750e+00,-7.200853149766490713e-01,1.363455517935385775e+00,0.000000000000000000e+00,1.738850583260769606e+09
-1.481551744888756073e+00,-7.188958613125975283e-01,1.364474226062477147e+00,0.000000000000000000e+00,1.738850583280258894e+09
-1.477867703448764169e+00,-7.249221966549265206e-01,1.364642116916794823e+00,0.000000000000000000e+00,1.738850583303858519e+09
-1.484124009245990639e+00,-7.229397748430492765e-01,1.365887322473132048e+00,0.000000000000000000e+00,1.738850583345694780e+09
-1.479700364642866806e+00,-7.239441879904364718e-01,1.364671663096264309e+00,0.000000000000000000e+00,1.738850583380236387e+09
-1.485988177232219876e+00,-7.264296847976746685e-01,1.366615501794106846e+00,0.000000000000000000e+00,1.738850583410169840e+09
-1.482014892524933902e+00,-7.269287139186377811e-01,1.363714826454606399e+00,0.000000000000000000e+00,1.738850583435313702e+09
-1.483379638280135415e+00,-7.265963427173774969e-01,1.365535393104906792e+00,0.000000000000000000e+00,1.738850583459774971e+09
-1.485692492422263866e+00,-7.272175817988836277e-01,1.366916332892666786e+00,0.000000000000000000e+00,1.738850583492160559e+09
-1.478009428876068787e+00,-7.257902129634106192e-01,1.362064514789747438e+00,0.000000000000000000e+00,1.738850583519733667e+09
-1.485631718973731585e+00,-7.287876150381372709e-01,1.363930475436417655e+00,0.000000000000000000e+00,1.738850583552742243e+09
-1.488792791507667967e+00,-7.294126992327973902e-01,1.366831622490077169e+00,0.000000000000000000e+00,1.738850583579591274e+09
-1.493191812679425912e+00,-7.299255256903371958e-01,1.366988437950647839e+00,0.000000000000000000e+00,1.738850583607323647e+09
-1.492792356767476125e+00,-7.299865582119680063e-01,1.366365368177338002e+00,0.000000000000000000e+00,1.738850583638033628e+09
-1.485007666598037401e+00,-7.323518724288322623e-01,1.368056450166358795e+00,0.000000000000000000e+00,1.738850583669909239e+09
-1.484060405144385753e+00,-7.284271629736354114e-01,1.365849108524285871e+00,0.000000000000000000e+00,1.738850583688681602e+09
-1.480932061506005315e+00,-7.286618087771264962e-01,1.365115338949947299e+00,0.000000000000000000e+00,1.738850583711778402e+09
-1.479172825536250846e+00,-7.301236495113387903e-01,1.367834913869061086e+00,0.000000000000000000e+00,1.738850583737327099e+09
-1.478436117404243966e+00,-7.306690457739856148e-01,1.366241469666406250e+00,0.000000000000000000e+00,1.738850583749377728e+09
-1.477573987811968248e+00,-7.279482904285599076e-01,1.365786902101228106e+00,0.000000000000000000e+00,1.738850583773715496e+09
-1.481858431593135794e+00,-7.314310720671493016e-01,1.366943827716927240e+00,0.000000000000000000e+00,1.738850583798958778e+09
-1.482820288246519569e+00,-7.334772551933846918e-01,1.366363850785488498e+00,0.000000000000000000e+00,1.738850583809552193e+09
-1.482996299177939736e+00,-7.312427697902512680e-01,1.365988018331047105e+00,0.000000000000000000e+00,1.738850583835964680e+09
-1.487520099286504305e+00,-7.308366155126955199e-01,1.367233881109787053e+00,0.000000000000000000e+00,1.738850583864568233e+09
-1.485823783117871111e+00,-7.277653938764808705e-01,1.365990539364418499e+00,0.000000000000000000e+00,1.738850583876850367e+09
-1.479753711868874833e+00,-7.275996311301484720e-01,1.365427157922586066e+00,0.000000000000000000e+00,1.738850583903936148e+09
-1.481524929136271318e+00,-7.247818597610891089e-01,1.364555089155164991e+00,0.000000000000000000e+00,1.738850583929794073e+09
-1.489795765886254841e+00,-7.295981602746979267e-01,1.367253014518131193e+00,0.000000000000000000e+00,1.738850583942417622e+09
-1.488987726162212644e+00,-7.257928760086234110e-01,1.364705920726364097e+00,0.000000000000000000e+00,1.738850583969971657e+09
-1.483447537466387356e+00,-7.260445774561655741e-01,1.366226547621881560e+00,0.000000000000000000e+00,1.738850583996648312e+09
-1.477582097986442911e+00,-7.249190307133707156e-01,1.364674690404460211e+00,0.000000000000000000e+00,1.738850584008450747e+09
-1.474475133993027098e+00,-7.245080898033663397e-01,1.363293770574206532e+00,0.000000000000000000e+00,1.738850584035064697e+09
