# x,y,theta,velocity,time
-1.510288437788580573e+00,-9.668940823395463235e-01,1.412627277992534180e+00,0.000000000000000000e+00,1.738851351169111013e+09
-1.508028460820102890e+00,-9.659028043336654878e-01,1.411983823812931638e+00,0.000000000000000000e+00,1.738851351191801071e+09
-1.508574641222200974e+00,-9.679191794254576875e-01,1.413243908264230964e+00,0.000000000000000000e+00,1.738851351211733818e+09
-1.508345106781070033e+00,-9.695532402797165661e-01,1.413987224340204518e+00,0.000000000000000000e+00,1.738851351231059074e+09
-1.507877974615152938e+00,-9.692339317041479552e-01,1.413303084139229560e+00,0.000000000000000000e+00,1.738851351250750303e+09
-1.513061517898676378e+00,-9.681140655147956187e-01,1.414589188530201103e+00,0.000000000000000000e+00,1.738851351278365374e+09
-1.518401197131753477e+00,-9.682216714262403823e-01,1.413772203189810561e+00,0.000000000000000000e+00,1.738851351305718184e+09
-1.517500124033483333e+00,-9.666750760066135095e-01,1.414094907453739891e+00,0.000000000000000000e+00,1.738851351326028109e+09
-1.523611754463588763e+00,-9.677525929484038780e-01,1.415794249242245284e+00,0.000000000000000000e+00,1.738851351348043442e+09
-1.520954018827315402e+00,-9.715035294589267068e-01,1.414630981564282797e+00,0.000000000000000000e+00,1.738851351363494158e+09
-1.517265023817314651e+00,-9.743373744890423405e-01,1.416678512514062183e+00,0.000000000000000000e+00,1.738851351382781267e+09
-1.516561871884796187e+00,-9.710198533140453891e-01,1.414506470704654850e+00,0.000000000000000000e+00,1.738851351406836987e+09
-1.518276885323074810e+00,-9.744088870880843745e-01,1.416807109013607846e+00,0.000000000000000000e+00,1.738851351430672169e+09
-1.521075258321925139e+00,-9.706329924251584362e-01,1.414328317157676151e+00,0.000000000000000000e+00,1.738851351445977926e+09
-1.521595234837760158e+00,-9.703216168261175056e-01,1.414215955785237622e+00,0.000000000000000000e+00,1.738851351467035532e+09
-1.520613808171556780e+00,-9.690779603332652092e-01,1.415218856760969812e+00,0.000000000000000000e+00,1.738851351491999626e+09
-1.518991901226308894e+00,-9.685873478732975883e-01,1.415531401699983816e+00,0.000000000000000000e+00,1.738851351509779453e+09
-1.519879851386470859e+00,-9.700387784266717439e-01,1.415186785356959076e+00,0.000000000000000000e+00,1.738851351530180454e+09
-1.518220998299127045e+00,-9.722640774459163637e-01,1.415314200634946173e+00,0.000000000000000000e+00,1.738851351549705744e+09
-1.514695104502084888e+00,-9.726067673982807804e-01,1.416239426630411469e+00,0.000000000000000000e+00,1.738851351572328806e+09
-1.514439806005420053e+00,-9.778880253245414433e-01,1.417046895418023089e+00,0.000000000000000000e+00,1.738851351591327190e+09
-1.520752972384197710e+00,-9.749222474867853538e-01,1.415471902038165641e+00,0.000000000000000000e+00,1.738851351617161751e+09
-1.516957424130150889e+00,-9.718165038473031148e-01,1.414719880579307754e+00,0.000000000000000000e+00,1.738851351646280766e+09
-1.518058757629833000e+00,-9.705943757083383971e-01,1.414428986561675705e+00,0.000000000000000000e+00,1.738851351666341543e+09
-1.518097894990280361e+00,-9.756047163997443317e-01,1.416694156596994381e+00,0.000000000000000000e+00,1.738851351697486877e+09
-1.515356035191089301e+00,-9.700833898889271723e-01,1.413722718320562732e+00,0.000000000000000000e+00,1.738851351722544193e+09
-1.516854542902474901e+00,-9.709541113618214148e-01,1.415940934045822663e+00,0.000000000000000000e+00,1.738851351743635654e+09
-1.514958300192805307e+00,-9.698519467332812338e-01,1.415964218317865564e+00,0.000000000000000000e+00,1.738851351765955687e+09
-1.521562918702441536e+00,-9.700583602418088036e-01,1.412365378845986674e+00,0.000000000000000000e+00,1.738851351793910503e+09
-1.520089581937088319e+00,-9.731348509357908849e-01,1.417111961752392402e+00,0.000000000000000000e+00,1.738851351816680431e+09
-1.520804158248076021e+00,-9.692333994701924915e-01,1.414386862453963500e+00,0.000000000000000000e+00,1.738851351845192194e+09
-1.515225383064163989e+00,-9.760938005681552010e-01,1.415928484019108202e+00,0.000000000000000000e+00,1.738851351864538431e+09
-1.512956898887377610e+00,-9.794650578182847456e-01,1.417533462451834536e+00,0.000000000000000000e+00,1.738851351889368773e+09
-1.515545711963561804e+00,-9.771492521861094849e-01,1.416762459960110965e+00,0.000000000000000000e+00,1.738851351915678978e+09
-1.514823598058228526e+00,-9.758891234173883156e-01,1.415556823541791465e+00,0.000000000000000000e+00,1.738851351937090158e+09
-1.509350983239554855e+00,-9.721847271287121783e-01,1.415027453593091122e+00,0.000000000000000000e+00,1.738851351957227707e+09
-1.509753156673437902e+00,-9.747719608954656945e-01,1.415481354357925659e+00,0.000000000000000000e+00,1.738851351982368469e+09
-1.509378252774351115e+00,-9.710669000110851989e-01,1.413841773226321319e+00,0.000000000000000000e+00,1.738851352019524574e+09
-1.510004781637809490e+00,-9.695069863617610251e-01,1.414731383032602263e+00,0.000000000000000000e+00,1.738851352042912245e+09
-1.510099523294682111e+00,-9.690039986012918272e-01,1.413914982663227793e+00,0.000000000000000000e+00,1.738851352058198214e+09
-1.510265842862328345e+00,-9.687804825473260717e-01,1.413426703645823457e+00,0.000000000000000000e+00,1.738851352079114914e+09
-1.515955368759438038e+00,-9.712264944265942557e-01,1.414844377585311674e+00,0.000000000000000000e+00,1.738851352094617844e+09
-1.518095428108885425e+00,-9.708683874220411791e-01,1.414988519058666849e+00,0.000000000000000000e+00,1.738851352111931801e+09
-1.512634637659792114e+00,-9.719786359810428378e-01,1.413755520837883140e+00,0.000000000000000000e+00,1.738851352128794432e+09
-1.513207864427502214e+00,-9.725989517485543745e-01,1.415212385105107940e+00,0.000000000000000000e+00,1.738851352153340340e+09
-1.514110261168731597e+00,-9.706532528137885585e-01,1.415581798108350498e+00,0.000000000000000000e+00,1.738851352173625708e+09
-1.517817052108830334e+00,-9.679422211222499239e-01,1.413490016829955342e+00,0.000000000000000000e+00,1.738851352188731670e+09
-1.517140165207190527e+00,-9.685225918986483107e-01,1.414018081268037852e+00,0.000000000000000000e+00,1.738851352211509228e+09
-1.517149233104428729e+00,-9.694635929403010444e-01,1.415171192127792521e+00,0.000000000000000000e+00,1.738851352227799177e+09
-1.518899472872463186e+00,-9.709072476285893760e-01,1.415400689283182079e+00,0.000000000000000000e+00,1.738851352245584726e+09
-1.517430238221713745e+00,-9.725593790938903416e-01,1.414984291499238322e+00,0.000000000000000000e+00,1.738851352264084816e+09
-1.518015345821072115e+00,-9.762391632007145770e-01,1.414468064344885923e+00,0.000000000000000000e+00,1.738851352285896540e+09
-1.515015353722923397e+00,-9.720089415676661515e-01,1.415226020693711950e+00,0.000000000000000000e+00,1.738851352321942091e+09
-1.520670945924527340e+00,-9.705876318850773510e-01,1.413161939849538973e+00,0.000000000000000000e+00,1.738851352335503578e+09
-1.519204664626922163e+00,-9.714710285743400897e-01,1.416532296693449267e+00,0.000000000000000000e+00,1.738851352347842693e+09
-1.517296545572654143e+00,-9.694381815490736853e-01,1.415357934716830135e+00,0.000000000000000000e+00,1.738851352369429111e+09
-1.515165580170178217e+00,-9.684936421548733243e-01,1.415567331291506914e+00,0.000000000000000000e+00,1.738851352428084612e+09
-1.512106767719160860e+00,-9.707460415825748257e-01,1.415898000864105333e+00,0.000000000000000000e+00,1.738851352444957256e+09
-1.509287222320344402e+00,-9.664183834525018613e-01,1.413135730423129566e+00,0.000000000000000000e+00,1.738851352464185476e+09
-1.509454521981287822e+00,-9.634383954073698630e-01,1.413077021505531494e+00,0.000000000000000000e+00,1.738851352481099129e+09
-1.507588438853698420e+00,-9.667816269712985466e-01,1.412263396953063355e+00,0.000000000000000000e+00,1.738851352498500824e+09
-1.512866050178996780e+00,-9.671363835146502552e-01,1.414111568400054919e+00,0.000000000000000000e+00,1.738851352515244961e+09
-1.515550561281200359e+00,-9.721809216316165125e-01,1.413788579800094425e+00,0.000000000000000000e+00,1.738851352536298990e+09
-1.514623925420788719e+00,-9.707972732433174379e-01,1.415450479528398864e+00,0.000000000000000000e+00,1.738851352555603504e+09
-1.514105782042323378e+00,-9.689461159092073173e-01,1.414132538605106459e+00,0.000000000000000000e+00,1.738851352571192980e+09
