# time,x,y,theta
1.761389446211743593e+09,4.033198356628417969e+00,1.583916544914245605e+00,-1.258826375007629395e+00
1.761389446230574846e+09,4.034975528717041016e+00,1.561640381813049316e+00,-1.277943015098571777e+00
1.761389446251566172e+09,4.038810253143310547e+00,1.536686420440673828e+00,-1.297687292098999023e+00
1.761389446270998478e+09,4.039890289306640625e+00,1.517213582992553711e+00,-1.320320487022399902e+00
1.761389446292401791e+09,4.039192199707031250e+00,1.503055334091186523e+00,-1.333544135093688965e+00
1.761389446310774326e+09,4.040498256683349609e+00,1.485909104347229004e+00,-1.347880363464355469e+00
1.761389446331022739e+09,4.041312694549560547e+00,1.470526099205017090e+00,-1.360768079757690430e+00
1.761389446351177692e+09,4.063094615936279297e+00,1.424088001251220703e+00,-1.390068650245666504e+00
1.761389446371527195e+09,4.071577072143554688e+00,1.389047980308532715e+00,-1.418158292770385742e+00
1.761389446390656471e+09,4.074055671691894531e+00,1.361195921897888184e+00,-1.439667820930480957e+00
1.761389446410771847e+09,4.075547695159912109e+00,1.342399358749389648e+00,-1.461021184921264648e+00
1.761389446431585789e+09,4.076467037200927734e+00,1.324991941452026367e+00,-1.474737882614135742e+00
1.761389446452180147e+09,4.076599121093750000e+00,1.310877799987792969e+00,-1.493755340576171875e+00
1.761389446471824169e+09,4.075057029724121094e+00,1.293074011802673340e+00,-1.511146187782287598e+00
1.761389446492118120e+09,4.081245899200439453e+00,1.259900450706481934e+00,-1.530220150947570801e+00
1.761389446510835886e+09,4.087368011474609375e+00,1.238433718681335449e+00,-1.550473332405090332e+00
1.761389446531477928e+09,4.096836566925048828e+00,1.222071766853332520e+00,-1.566183209419250488e+00
1.761389446550379276e+09,4.086511135101318359e+00,1.191067218780517578e+00,-1.579531669616699219e+00
1.761389446571275473e+09,4.077166080474853516e+00,1.170767664909362793e+00,-1.590761303901672363e+00
1.761389446590604067e+09,4.066725730895996094e+00,1.152799367904663086e+00,-1.612145066261291504e+00
1.761389446611201763e+09,4.056949138641357422e+00,1.136615395545959473e+00,-1.626377582550048828e+00
