# x,y,theta,velocity
1.754466533660888672e+00,2.815569400787353516e+00,-2.261059172451496124e-02,2.000000000000000000e+00
1.853919148445129395e+00,2.812570810317993164e+00,-3.799131140112876892e-02,2.000000000000000000e+00
1.953309297561645508e+00,2.807948589324951172e+00,-5.527247861027717590e-02,2.000000000000000000e+00
2.052598237991333008e+00,2.801514387130737305e+00,-7.447017729282379150e-02,2.000000000000000000e+00
2.151737213134765625e+00,2.793079853057861328e+00,-9.560135751962661743e-02,2.000000000000000000e+00
2.245706796646118164e+00,2.810239791870117188e+00,7.185496389865875244e-03,2.000000000000000000e+00
2.345234870910644531e+00,2.807828903198242188e+00,-5.662597343325614929e-02,2.000000000000000000e+00
2.444397687911987305e+00,2.798976898193359375e+00,-1.215332895517349243e-01,2.000000000000000000e+00
2.542775869369506836e+00,2.783702135086059570e+00,-1.865077465772628784e-01,2.000000000000000000e+00
2.639955997467041016e+00,2.762074708938598633e+00,-2.512933909893035889e-01,2.000000000000000000e+00
2.735534667968750000e+00,2.734217166900634766e+00,-3.156620860099792480e-01,2.000000000000000000e+00
2.829138755798339844e+00,2.700291156768798828e+00,-3.794491887092590332e-01,2.000000000000000000e+00
2.920460224151611328e+00,2.660473585128784180e+00,-4.423359036445617676e-01,2.000000000000000000e+00
3.009176731109619141e+00,2.615018367767333984e+00,-5.037891268730163574e-01,2.000000000000000000e+00
3.094995260238647461e+00,2.564264059066772461e+00,-5.630949139595031738e-01,2.000000000000000000e+00
3.177732944488525391e+00,2.508614063262939453e+00,-6.194273829460144043e-01,2.000000000000000000e+00
3.257327318191528320e+00,2.448513984680175781e+00,-6.721724271774291992e-01,2.000000000000000000e+00
3.333787918090820312e+00,2.384425878524780273e+00,-7.211965322494506836e-01,2.000000000000000000e+00
3.407137393951416016e+00,2.316802978515625000e+00,-7.669197320938110352e-01,2.000000000000000000e+00
3.477363348007202148e+00,2.246061086654663086e+00,-8.101769685745239258e-01,2.000000000000000000e+00
3.544421672821044922e+00,2.172540903091430664e+00,-8.518725633621215820e-01,2.000000000000000000e+00
3.608291625976562500e+00,2.096457004547119141e+00,-8.926897644996643066e-01,2.000000000000000000e+00
3.669016122817993164e+00,2.017868041992187500e+00,-9.330075383186340332e-01,2.000000000000000000e+00
3.726665735244750977e+00,1.936732053756713867e+00,-9.730395078659057617e-01,2.000000000000000000e+00
3.781255483627319336e+00,1.853015899658203125e+00,-1.013097405433654785e+00,2.000000000000000000e+00
3.832656383514404297e+00,1.766806721687316895e+00,-1.053860783576965332e+00,2.000000000000000000e+00
3.880514144897460938e+00,1.678418278694152832e+00,-1.096580982208251953e+00,1.935727953910827637e+00
3.924241781234741211e+00,1.588375449180603027e+00,-1.142956256866455078e+00,1.856314301490783691e+00
3.963175296783447266e+00,1.497147321701049805e+00,-1.194483757019042969e+00,1.775433301925659180e+00
3.996780395507812500e+00,1.404800057411193848e+00,-1.251503348350524902e+00,1.691492795944213867e+00
4.024815559387207031e+00,1.310701251029968262e+00,-1.313398838043212891e+00,1.603300929069519043e+00
4.047067642211914062e+00,1.213765025138854980e+00,-1.381942749023437500e+00,1.508427500724792480e+00
4.062525272369384766e+00,1.113403797149658203e+00,-1.465954899787902832e+00,1.415549278259277344e+00
4.068444728851318359e+00,1.010613799095153809e+00,-1.583687543869018555e+00,1.340581893920898438e+00
4.059886932373046875e+00,9.087488651275634766e-01,-1.756432294845581055e+00,1.302005648612976074e+00
4.031314849853515625e+00,8.129028081893920898e-01,-1.989584565162658691e+00,1.299782514572143555e+00
3.979590415954589844e+00,7.283566594123840332e-01,-2.251570224761962891e+00,1.299782514572143555e+00
3.906686544418334961e+00,6.590294837951660156e-01,-2.492001771926879883e+00,1.299782514572143555e+00
3.819273710250854492e+00,6.065866351127624512e-01,-2.687439441680908203e+00,1.327821850776672363e+00
3.724873781204223633e+00,5.702706575393676758e-01,-2.839648008346557617e+00,1.381914973258972168e+00
3.628074407577514648e+00,5.470340847969055176e-01,-2.951113462448120117e+00,1.453819870948791504e+00
3.530122518539428711e+00,5.327194333076477051e-01,-3.024938106536865234e+00,1.542345762252807617e+00
3.431138992309570312e+00,5.239559412002563477e-01,-3.072514772415161133e+00,1.644834756851196289e+00
3.331439495086669922e+00,5.189729332923889160e-01,-3.107151508331298828e+00,1.753129839897155762e+00
3.231498718261718750e+00,5.170773863792419434e-01,-3.136354684829711914e+00,1.859506130218505859e+00
3.131695508956909180e+00,5.179266929626464844e-01,3.121673107147216797e+00,1.961201786994934082e+00
3.032166481018066406e+00,5.210484862327575684e-01,3.101897716522216797e+00,2.000000000000000000e+00
2.932853937149047852e+00,5.258238911628723145e-01,3.088473081588745117e+00,2.000000000000000000e+00
2.833616256713867188e+00,5.316053032875061035e-01,3.081170558929443359e+00,2.000000000000000000e+00
2.734333038330078125e+00,5.378335118293762207e-01,3.078763484954833984e+00,2.000000000000000000e+00
2.634963035583496094e+00,5.441029667854309082e-01,3.079746246337890625e+00,2.000000000000000000e+00
2.535526037216186523e+00,5.501447319984436035e-01,3.082906007766723633e+00,2.000000000000000000e+00
2.436064720153808594e+00,5.557891130447387695e-01,3.087430715560913086e+00,2.000000000000000000e+00
2.336609125137329102e+00,5.609290599822998047e-01,3.092830896377563477e+00,2.000000000000000000e+00
2.237161636352539062e+00,5.654956698417663574e-01,3.098789215087890625e+00,2.000000000000000000e+00
2.137707233428955078e+00,5.694479346275329590e-01,3.105064392089843750e+00,2.000000000000000000e+00
2.038227081298828125e+00,5.727655887603759766e-01,3.111481904983520508e+00,2.000000000000000000e+00
1.938712239265441895e+00,5.754416584968566895e-01,3.117928981781005859e+00,2.000000000000000000e+00
1.839167118072509766e+00,5.774769783020019531e-01,3.124344348907470703e+00,2.000000000000000000e+00
1.739603996276855469e+00,5.788762569427490234e-01,3.130710840225219727e+00,2.000000000000000000e+00
1.640036463737487793e+00,5.796439647674560547e-01,3.137047767639160156e+00,2.000000000000000000e+00
1.540473103523254395e+00,5.797812938690185547e-01,-3.139792442321777344e+00,2.000000000000000000e+00
1.440917015075683594e+00,5.792855620384216309e-01,-3.133410930633544922e+00,2.000000000000000000e+00
1.341368436813354492e+00,5.781522393226623535e-01,-3.126985549926757812e+00,2.000000000000000000e+00
1.241827487945556641e+00,5.763772130012512207e-01,-3.120527267456054688e+00,2.000000000000000000e+00
1.142296791076660156e+00,5.739580988883972168e-01,-3.114053249359130859e+00,2.000000000000000000e+00
1.042781114578247070e+00,5.708941817283630371e-01,-3.107574224472045898e+00,2.000000000000000000e+00
9.432864189147949219e-01,5.671854615211486816e-01,-3.101090908050537109e+00,2.000000000000000000e+00
8.438187241554260254e-01,5.628314614295959473e-01,-3.094595432281494141e+00,2.000000000000000000e+00
7.443828582763671875e-01,5.578306317329406738e-01,-3.088078737258911133e+00,2.000000000000000000e+00
6.449828743934631348e-01,5.521807670593261719e-01,-3.081537723541259766e+00,2.000000000000000000e+00
5.456222891807556152e-01,5.458797216415405273e-01,-3.074978113174438477e+00,2.000000000000000000e+00
4.463047981262207031e-01,5.389263629913330078e-01,-3.068413734436035156e+00,2.000000000000000000e+00
3.470349013805389404e-01,5.313212871551513672e-01,-3.061856269836425781e+00,2.000000000000000000e+00
