# x,y,theta,velocity,time
-1.502071434957014562e+00,-8.801951811894783706e-01,1.338825051714013670e+00,0.000000000000000000e+00,5.810839504448000298e+03
-1.501065381826718781e+00,-8.783015200839189296e-01,1.338312760550004699e+00,0.000000000000000000e+00,5.810871230464000291e+03
-1.503168597052562117e+00,-8.711236142194498377e-01,1.337498803434964856e+00,0.000000000000000000e+00,5.810893816064000021e+03
-1.505960933716523620e+00,-8.745254419890461373e-01,1.337590582771461145e+00,0.000000000000000000e+00,5.810915195487999881e+03
-1.503391554398477714e+00,-8.790821279763515461e-01,1.337627558240879200e+00,0.000000000000000000e+00,5.810948265760000140e+03
-1.502156311269758460e+00,-8.814649432953357566e-01,1.337618492797730818e+00,0.000000000000000000e+00,5.810979377855999701e+03
-1.502812860919809257e+00,-8.840415033208099960e-01,1.337538349335919197e+00,0.000000000000000000e+00,5.811010975936000250e+03
-1.497951969127071958e+00,-8.809437843945197022e-01,1.338267169764403741e+00,0.000000000000000000e+00,5.811041091392000453e+03
-1.498835019854193762e+00,-8.821775479251865448e-01,1.338321546992129019e+00,0.000000000000000000e+00,5.811065703776000191e+03
-1.494672105979659493e+00,-8.819315166906243064e-01,1.337836015094487019e+00,0.000000000000000000e+00,5.811078224543999568e+03
-1.494522129493188745e+00,-8.807390940063946072e-01,1.337948259500614023e+00,0.000000000000000000e+00,5.811090499904000353e+03
-1.496266887039190419e+00,-8.806703899946262126e-01,1.337270749737931697e+00,0.000000000000000000e+00,5.811103467199999614e+03
-1.494525567460548210e+00,-8.826229068018813795e-01,1.338103105229505818e+00,0.000000000000000000e+00,5.811114396703999773e+03
-1.497149647695616315e+00,-8.780901886579881577e-01,1.337418905761411203e+00,0.000000000000000000e+00,5.811136940192000111e+03
-1.498518238828022930e+00,-8.755134718332691079e-01,1.336291950096642589e+00,0.000000000000000000e+00,5.811164561888000208e+03
-1.496297624817217509e+00,-8.802646006296103165e-01,1.336657395624212707e+00,0.000000000000000000e+00,5.811191238047999832e+03
-1.500123149217460261e+00,-8.812191005654839149e-01,1.337335595578048819e+00,0.000000000000000000e+00,5.811213711647999844e+03
-1.504235152691422162e+00,-8.832175561341244485e-01,1.335796521712254048e+00,0.000000000000000000e+00,5.811241729184000178e+03
-1.501584005592665250e+00,-8.850101423058496231e-01,1.337728842696455311e+00,0.000000000000000000e+00,5.811276069919999827e+03
-1.499788825255251812e+00,-8.851250626998454774e-01,1.338627266049474906e+00,0.000000000000000000e+00,5.811296296735999931e+03
-1.492710355018634472e+00,-8.860568690076953136e-01,1.338315837368325489e+00,0.000000000000000000e+00,5.811314059872000144e+03
-1.490382926490550375e+00,-8.857476537727776433e-01,1.339023559921871831e+00,0.000000000000000000e+00,5.811331934240000010e+03
-1.498114297393495553e+00,-8.818863345858297675e-01,1.338326246425648458e+00,0.000000000000000000e+00,5.811360309439999583e+03
-1.494698793216084898e+00,-8.826692750916019792e-01,1.338033846793136528e+00,0.000000000000000000e+00,5.811381074144000195e+03
-1.502697367692866548e+00,-8.767214647005928674e-01,1.337121216066943008e+00,0.000000000000000000e+00,5.811414071168000191e+03
-1.503868579811153738e+00,-8.749094957960354968e-01,1.338435184510832210e+00,0.000000000000000000e+00,5.811436104800000066e+03
-1.508276657955752054e+00,-8.787473079391749931e-01,1.337977093878017110e+00,0.000000000000000000e+00,5.811460627616000238e+03
-1.499833108516737790e+00,-8.786577746924986165e-01,1.337219108092559505e+00,0.000000000000000000e+00,5.811488402527999824e+03
-1.504530777517041784e+00,-8.774692684112164187e-01,1.334331789535566637e+00,0.000000000000000000e+00,5.811506824480000432e+03
-1.505834354291253119e+00,-8.786239845528421855e-01,1.336157452029400616e+00,0.000000000000000000e+00,5.811527910496000004e+03
-1.503401478374064126e+00,-8.784938195859588461e-01,1.336078684965365193e+00,0.000000000000000000e+00,5.811546670847999849e+03
-1.500048287449024631e+00,-8.755935584656519000e-01,1.338150501643691204e+00,0.000000000000000000e+00,5.811566254080000363e+03
-1.501274325881669203e+00,-8.748775578399901054e-01,1.337130641366403028e+00,0.000000000000000000e+00,5.811589543232000324e+03
-1.501233106012326068e+00,-8.708531903254096429e-01,1.336375916003904374e+00,0.000000000000000000e+00,5.811619353248000152e+03
