# time,state
1.761481657541437864e+09,1.000000000000000000e+00
1.761481657706044912e+09,2.000000000000000000e+00
1.761481657882987976e+09,1.000000000000000000e+00
1.761481658201838017e+09,2.000000000000000000e+00
1.761481658282418013e+09,0.000000000000000000e+00
1.761481658741949320e+09,1.000000000000000000e+00
1.761481658881736755e+09,2.000000000000000000e+00
1.761481658941587687e+09,0.000000000000000000e+00
1.761481660541160822e+09,1.000000000000000000e+00
1.761481660842185736e+09,2.000000000000000000e+00
1.761481662941447020e+09,1.000000000000000000e+00
1.761481663172718287e+09,0.000000000000000000e+00
1.761481663481839657e+09,1.000000000000000000e+00
1.761481665802414417e+09,2.000000000000000000e+00
1.761481665882124424e+09,1.000000000000000000e+00
1.761481665942294598e+09,2.000000000000000000e+00
1.761481666003155231e+09,1.000000000000000000e+00
1.761481674306114197e+09,2.000000000000000000e+00
1.761481674602238894e+09,1.000000000000000000e+00
1.761481679172695875e+09,2.000000000000000000e+00
1.761481679242930651e+09,0.000000000000000000e+00
1.761481679882906675e+09,1.000000000000000000e+00
1.761481680706073999e+09,2.000000000000000000e+00
1.761481680942131519e+09,1.000000000000000000e+00
1.761481682502002716e+09,0.000000000000000000e+00
1.761481687803018093e+09,1.000000000000000000e+00
1.761481688842011213e+09,0.000000000000000000e+00
1.761481689141926765e+09,1.000000000000000000e+00
1.761481691001850605e+09,2.000000000000000000e+00
1.761481694682574987e+09,0.000000000000000000e+00
1.761481697403396845e+09,1.000000000000000000e+00
1.761481702706060410e+09,0.000000000000000000e+00
1.761481703082252979e+09,1.000000000000000000e+00
1.761481703282093287e+09,2.000000000000000000e+00
1.761481703601716995e+09,1.000000000000000000e+00
1.761481704042081833e+09,2.000000000000000000e+00
1.761481707401881218e+09,0.000000000000000000e+00
1.761481709542034864e+09,1.000000000000000000e+00
1.761481709601804256e+09,2.000000000000000000e+00
1.761481709682024479e+09,1.000000000000000000e+00
1.761481709741207838e+09,2.000000000000000000e+00
1.761481709801952839e+09,0.000000000000000000e+00
1.761481709882055283e+09,1.000000000000000000e+00
1.761481712242830038e+09,2.000000000000000000e+00
1.761481712402727604e+09,1.000000000000000000e+00
1.761481712506130219e+09,2.000000000000000000e+00
1.761481714081750870e+09,0.000000000000000000e+00
1.761481715681888819e+09,0.000000000000000000e+00
1.761481716001760006e+09,1.000000000000000000e+00
1.761481720202852964e+09,2.000000000000000000e+00
1.761481724342481136e+09,0.000000000000000000e+00
1.761481724881424427e+09,1.000000000000000000e+00
1.761481725941764832e+09,2.000000000000000000e+00
1.761481726002444029e+09,0.000000000000000000e+00
1.761481727541229010e+09,1.000000000000000000e+00
1.761481730842767954e+09,2.000000000000000000e+00
1.761481730842767954e+09,0.000000000000000000e+00
1.761481730842767954e+09,1.000000000000000000e+00
