# time,state
1.761481268399410248e+09,0.000000000000000000e+00
1.761481271598794460e+09,1.000000000000000000e+00
1.761481272649686813e+09,2.000000000000000000e+00
1.761481272859218597e+09,0.000000000000000000e+00
1.761481273118579865e+09,1.000000000000000000e+00
1.761481275178003788e+09,2.000000000000000000e+00
1.761481289258623123e+09,0.000000000000000000e+00
1.761481290049898386e+09,0.000000000000000000e+00
1.761481297259363413e+09,1.000000000000000000e+00
1.761481309999051809e+09,2.000000000000000000e+00
1.761481314658191442e+09,0.000000000000000000e+00
1.761481315658978462e+09,1.000000000000000000e+00
1.761481321798444986e+09,2.000000000000000000e+00
1.761481321858702183e+09,0.000000000000000000e+00
1.761481323783195734e+09,0.000000000000000000e+00
1.761481331118859291e+09,0.000000000000000000e+00
1.761481331458821535e+09,1.000000000000000000e+00
1.761481342998817444e+09,2.000000000000000000e+00
1.761481347598842382e+09,0.000000000000000000e+00
1.761481357319112301e+09,0.000000000000000000e+00
1.761481362598970652e+09,1.000000000000000000e+00
1.761481377983077049e+09,2.000000000000000000e+00
1.761481382198771238e+09,0.000000000000000000e+00
1.761481390783075094e+09,0.000000000000000000e+00
1.761481398383074284e+09,0.000000000000000000e+00
1.761481398799459696e+09,1.000000000000000000e+00
1.761481402858504057e+09,2.000000000000000000e+00
1.761481411718816519e+09,0.000000000000000000e+00
