# time,x,y
1.761199130611372709e+09,-2.552287340164184570e+00,5.962162017822265625e-01
1.761199130747076750e+09,-2.693640470504760742e+00,7.341152429580688477e-01
1.761199130811357975e+09,-2.742678165435791016e+00,8.338217139244079590e-01
1.761199130877884865e+09,-2.764980077743530273e+00,9.096622467041015625e-01
1.761199130947346210e+09,-2.753681421279907227e+00,9.520496129989624023e-01
1.761199131011247396e+09,-2.783289194107055664e+00,1.041790962219238281e+00
1.761199131077968359e+09,-2.871067762374877930e+00,1.139185309410095215e+00
1.761199131146644354e+09,-2.920043945312500000e+00,1.187134504318237305e+00
1.761199131211377144e+09,-2.910579204559326172e+00,1.276355028152465820e+00
1.761199131277966261e+09,-2.922032117843627930e+00,1.405465483665466309e+00
1.761199131346488476e+09,-2.931740283966064453e+00,1.531051754951477051e+00
1.761199131411292076e+09,-2.923791408538818359e+00,1.610812783241271973e+00
1.761199131477905273e+09,-2.930474996566772461e+00,1.662189364433288574e+00
1.761199131551149368e+09,-2.924156427383422852e+00,1.783280253410339355e+00
1.761199131612168789e+09,-2.917053699493408203e+00,1.856234669685363770e+00
1.761199131811239481e+09,-2.781061172485351562e+00,2.054533004760742188e+00
1.761199131878065586e+09,-2.737754821777343750e+00,2.141310691833496094e+00
1.761199132011296034e+09,-2.625564098358154297e+00,2.183021545410156250e+00
1.761199132146851540e+09,-2.512925863265991211e+00,2.413045167922973633e+00
1.761199132211266279e+09,-2.432470798492431641e+00,2.503693342208862305e+00
1.761199132278005123e+09,-2.362720489501953125e+00,2.560673236846923828e+00
1.761199132346967459e+09,-2.294363737106323242e+00,2.608196735382080078e+00
1.761199132411247015e+09,-2.240430355072021484e+00,2.705448865890502930e+00
1.761199132477879047e+09,-2.170971393585205078e+00,2.755840778350830078e+00
1.761199132547120094e+09,-1.535763025283813477e+00,-4.227462112903594971e-01
1.761199132547120094e+09,-2.164090871810913086e+00,2.763576507568359375e+00
1.761199132611206055e+09,-2.055464029312133789e+00,2.820224523544311523e+00
1.761199132677987337e+09,-1.959959864616394043e+00,2.815462827682495117e+00
1.761199132747150660e+09,-1.893679738044738770e+00,2.815403223037719727e+00
1.761199132811232328e+09,-1.768530130386352539e+00,2.837867498397827148e+00
