# x,y,theta,velocity
4.092281341552734375e+00,9.947643280029296875e-01,-1.721691012382507324e+00,1.707547545433044434e+00
4.073549270629882812e+00,8.970697522163391113e-01,-1.799111008644104004e+00,1.698025226593017578e+00
4.047216415405273438e+00,8.011457920074462891e-01,-1.878734469413757324e+00,1.690169215202331543e+00
4.013213634490966797e+00,7.076668143272399902e-01,-1.961094379425048828e+00,1.684755921363830566e+00
3.971491813659667969e+00,6.173712015151977539e-01,-2.046781063079833984e+00,1.682735443115234375e+00
3.889590024948120117e+00,5.494582653045654297e-01,-2.515536069869995117e+00,2.000000000000000000e+00
3.806098937988281250e+00,4.929215610027313232e-01,-2.583133459091186523e+00,2.000000000000000000e+00
3.718679428100585938e+00,4.426724910736083984e-01,-2.655991077423095703e+00,2.000000000000000000e+00
3.627864360809326172e+00,3.988579809665679932e-01,-2.726831436157226562e+00,2.000000000000000000e+00
3.534224271774291992e+00,3.614562153816223145e-01,-2.794481992721557617e+00,2.000000000000000000e+00
3.438324213027954102e+00,3.302903771400451660e-01,-2.858084917068481445e+00,2.000000000000000000e+00
3.340635538101196289e+00,3.050529658794403076e-01,-2.917049169540405273e+00,2.000000000000000000e+00
3.241594552993774414e+00,2.853582799434661865e-01,-2.971040010452270508e+00,2.000000000000000000e+00
3.141628026962280273e+00,2.707787752151489258e-01,-3.020023584365844727e+00,2.000000000000000000e+00
3.041112661361694336e+00,2.608650922775268555e-01,-3.064180850982666016e+00,2.000000000000000000e+00
2.940332174301147461e+00,2.551648616790771484e-01,-3.103782415390014648e+00,2.000000000000000000e+00
2.839467763900756836e+00,2.532372176647186279e-01,-3.139100074768066406e+00,2.000000000000000000e+00
2.738624572753906250e+00,2.546620965003967285e-01,3.112774610519409180e+00,2.000000000000000000e+00
2.637866497039794922e+00,2.590485811233520508e-01,3.085147857666015625e+00,2.000000000000000000e+00
2.537242650985717773e+00,2.660411596298217773e-01,3.060852289199829102e+00,2.000000000000000000e+00
2.436795473098754883e+00,2.753185331821441650e-01,3.039559364318847656e+00,2.000000000000000000e+00
2.336554527282714844e+00,2.865893840789794922e-01,3.020994663238525391e+00,2.000000000000000000e+00
2.236534118652343750e+00,2.995873987674713135e-01,3.004940032958984375e+00,2.000000000000000000e+00
2.136729955673217773e+00,3.140672147274017334e-01,2.991219520568847656e+00,2.000000000000000000e+00
2.037123680114746094e+00,3.298014104366302490e-01,2.979685783386230469e+00,2.000000000000000000e+00
1.937689900398254395e+00,3.465777039527893066e-01,2.970212221145629883e+00,2.000000000000000000e+00
1.838400006294250488e+00,3.641961812973022461e-01,2.962688684463500977e+00,2.000000000000000000e+00
1.739226579666137695e+00,3.824673295021057129e-01,2.957018613815307617e+00,2.000000000000000000e+00
1.640141487121582031e+00,4.012108743190765381e-01,2.953118085861206055e+00,2.000000000000000000e+00
1.541115880012512207e+00,4.202546179294586182e-01,2.950917482376098633e+00,2.000000000000000000e+00
1.442118406295776367e+00,4.394333064556121826e-01,2.950368404388427734e+00,2.000000000000000000e+00
1.343115687370300293e+00,4.585854113101959229e-01,2.951461076736450195e+00,2.000000000000000000e+00
1.244073629379272461e+00,4.775482416152954102e-01,2.954232215881347656e+00,2.000000000000000000e+00
1.144959807395935059e+00,4.961525797843933105e-01,2.958763599395751953e+00,2.000000000000000000e+00
1.045744299888610840e+00,5.142180919647216797e-01,2.965155363082885742e+00,2.000000000000000000e+00
9.464004635810852051e-01,5.315539240837097168e-01,2.973480701446533203e+00,2.000000000000000000e+00
8.469042181968688965e-01,5.479639768600463867e-01,2.983760356903076172e+00,2.000000000000000000e+00
7.472329139709472656e-01,5.632526278495788574e-01,2.995971202850341797e+00,2.000000000000000000e+00
6.473651528358459473e-01,5.772282481193542480e-01,3.010128021240234375e+00,2.000000000000000000e+00
5.472840070724487305e-01,5.896913409233093262e-01,3.026410579681396484e+00,2.000000000000000000e+00
4.469831585884094238e-01,6.004112958908081055e-01,3.045229434967041016e+00,2.000000000000000000e+00
3.464731872081756592e-01,6.091022491455078125e-01,3.067157745361328125e+00,2.000000000000000000e+00
2.457863241434097290e-01,6.154150962829589844e-01,3.092560768127441406e+00,2.000000000000000000e+00
1.449755877256393433e-01,6.189899444580078125e-01,3.121133804321289062e+00,2.000000000000000000e+00
4.411062225699424744e-02,6.195417046546936035e-01,-3.131456851959228516e+00,2.000000000000000000e+00
-5.672670155763626099e-02,6.169454455375671387e-01,-3.100605249404907227e+00,2.000000000000000000e+00
-1.574492752552032471e-01,6.112756729125976562e-01,-3.071217775344848633e+00,2.000000000000000000e+00
-2.579764127731323242e-01,6.027591228485107422e-01,-3.044420242309570312e+00,2.000000000000000000e+00
-3.582469522953033447e-01,5.917020440101623535e-01,-3.020673751831054688e+00,2.000000000000000000e+00
-4.582302570343017578e-01,5.784258842468261719e-01,-3.000042438507080078e+00,2.000000000000000000e+00
-5.579275488853454590e-01,5.632469058036804199e-01,-2.982569694519042969e+00,2.000000000000000000e+00
-6.573653221130371094e-01,5.464891791343688965e-01,-2.968441486358642578e+00,2.000000000000000000e+00
-7.565885186195373535e-01,5.285006165504455566e-01,-2.957965612411499023e+00,2.000000000000000000e+00
-8.556561470031738281e-01,5.096628069877624512e-01,-2.951503276824951172e+00,2.000000000000000000e+00
-9.546405076980590820e-01,4.903928935527801514e-01,-2.949423789978027344e+00,2.000000000000000000e+00
-1.053627133369445801e+00,4.711436033248901367e-01,-2.952113628387451172e+00,2.000000000000000000e+00
