# x_m,y_m,w_tr_right_m,w_tr_left_m,psi,kappa,s,velocity,acceleration,time,n
-0.0201650617775097,0.5558579467738042,1.5558537934608681,0.3441462065391323,-0.0389421215546391,0.0171594426795059,0.0011752065818395,4.0000000000000000,0.0000000000000000,0.0000000000000000,0.6064789125434781
0.0797276369048655,0.5519659455682439,1.5518540913290202,0.3481459086709798,-0.0372267179866876,0.0256771723461512,0.1010732791114552,4.0000000000000000,0.0000000000000000,0.0249921224131624,0.6022015041005065
0.1796221131183907,0.5484170883877080,1.5484941387378861,0.3515058612621140,-0.0338085875955580,0.0339945849079089,0.2009845036280665,4.0000000000000000,0.0000000000000000,0.0499814961113746,0.5982614863570194
0.2795186558566681,0.5452087186571585,1.5452290664322306,0.3547709335677696,-0.0304310119385942,0.0334770329101945,0.3008845049099328,4.0000000000000000,0.0000000000000000,0.0749685088472295,0.5946585502682160
0.3794172722844140,0.5423352420404591,1.5434354611706240,0.3565645388293770,-0.0271169309412149,0.0327584909943461,0.4007733878544833,4.0000000000000000,0.0000000000000000,0.0999534923773979,0.5913894155000292
0.4793174624041369,0.5397894598419392,1.5398660533241468,0.3601339466758536,-0.0238834886001844,0.0319010049101153,0.5006507740627889,4.0000000000000000,0.0000000000000000,0.1249366479438980,0.5884491989593740
0.5792185679583428,0.5375623825252727,1.5377829597356700,0.3622170402643303,-0.0207412423993028,0.0309820040254701,0.6005161448193280,4.0000000000000000,0.0000000000000000,0.1499181295406816,0.5858312147955025
0.6791202514033319,0.5356447073898950,1.5356582840362016,0.3643417159637986,-0.0176918586016666,0.0300406092217941,0.7003693220656272,4.0000000000000000,0.0000000000000000,0.1748981513494536,0.5835284391420107
0.7790223608121535,0.5340271132177056,1.5340418024447420,0.3659581975552583,-0.0147380684938265,0.0290543971639937,0.8002103315904179,4.0000000000000000,0.0000000000000000,0.1998769524556392,0.5815337954250112
0.8789247772560517,0.5326997613748546,1.5327519041130702,0.3672480958869295,-0.0118860218965577,0.0280023648606786,0.9000392465765762,4.0000000000000000,0.0000000000000000,0.2248547609491860,0.5798396472346815
0.9788273909167965,0.5316521144091415,1.5318146939300721,0.3681853060699283,-0.0091426544106035,0.0268823599363389,0.9998561622142776,4.0000000000000000,0.0000000000000000,0.2498317876192243,0.5784376091202473
1.0787301011902011,0.5308729594487903,1.5310436873471134,0.3689563126528862,-0.0065145539187705,0.0256983104938425,1.0996611961071741,4.0000000000000000,0.0000000000000000,0.2748082247680952,0.5773185629495126
1.1786328167470494,0.5303504527753369,1.5303747882718477,0.3696252117281528,-0.0040078793457057,0.0244543091265928,1.1994544896328534,4.0000000000000000,0.0000000000000000,0.2997842452538236,0.5764726962131378
1.2785354555340120,0.5300721594081735,1.5301290455309258,0.3698709544690744,-0.0016284091256724,0.0231539748107175,1.2992362100648018,4.0000000000000000,0.0000000000000000,0.3247600018537203,0.5758895360198713
1.3784379447276462,0.5300250879939854,1.5300461386150046,0.3699538613849958,0.0006184127861459,0.0218004763767215,1.3990065533978040,4.0000000000000000,0.0000000000000000,0.3497356269244796,0.5755579789829642
1.4783402206428315,0.5301957212454012,1.5302462803504666,0.3697537196495335,0.0027274333545766,0.0203965568386993,1.4987657478086152,4.0000000000000000,0.0000000000000000,0.3747112323334836,0.5754663171490154
1.5782422286041931,0.5305700422135036,1.5305852680346819,0.3694147319653188,0.0046937494944577,0.0189445586790586,1.5985925684708990,4.0000000000000000,0.0000000000000000,0.3996869096402393,0.5756029771602057
1.6781439227809423,0.5311335566585523,1.5311364726154577,0.3688635273845424,0.0065126697076365,0.0174464497856012,1.6983355455900444,4.0000000000000000,0.0000000000000000,0.4246627305075233,0.5759545480696785
1.7780452659875690,0.5318713118003414,1.5318932442888573,0.3681067557111429,0.0081796784059263,0.0159038506369031,1.7980680213405580,4.0000000000000000,0.0000000000000000,0.4496387473250843,0.5765075918901362
1.8779462294565821,0.5327679117220909,1.5328114219671840,0.3671885780328167,0.0096904030599441,0.0143180630965276,1.8977903771810798,4.0000000000000000,0.0000000000000000,0.4746149940325271,0.5772481614577946
1.9778467925937440,0.5338075297316726,1.5338557032356317,0.3661442967643688,0.0110405843275228,0.0126900994298842,1.9975030499169710,4.0000000000000000,0.0000000000000000,0.4995914871319495,0.5781617796505270
2.0777469427083242,0.5349739179795193,1.5350092476921542,0.3649907523078454,0.0122260490266197,0.0110207105956306,2.0972065375596283,4.0000000000000000,0.0000000000000000,0.5245682268792379,0.5792334455551365
2.1776466747089698,0.5362504146049160,1.5362579240767376,0.3637420759232629,0.0132426859185764,0.0093104176253245,2.1969014054134042,4.0000000000000000,0.0000000000000000,0.5495451986450408,0.5804476380630472
2.2775459907968085,0.5376199486990100,1.5376245815901777,0.3623754184098226,0.0140864249305945,0.0075595442095564,2.2965882923589853,4.0000000000000000,0.0000000000000000,0.5745223744492285,0.5817883171045052
2.3774449001377747,0.5390650434776133,1.5391090183610228,0.3608909816389771,0.0147532194077939,0.0057682682946563,2.3963782580010733,4.0000000000000000,0.0000000000000000,0.5994997146629524,0.5832393653680851
2.4773434185094385,0.5405678178655317,1.5405751874985703,0.3594248125014301,0.0152390355811285,0.0039272501981151,2.4960540563722122,4.0000000000000000,0.0000000000000000,0.6244771698772484,0.5847841451234100
2.5772414440095757,0.5421099858294774,1.5421352896932388,0.3578647103067620,0.0155379615574149,0.0019572012024604,2.5957236975397979,4.0000000000000000,0.0000000000000000,0.6494546519621873,0.5864042147590025
