# x_m,y_m,w_tr_right_m,w_tr_left_m,psi,kappa,s,velocity,acceleration,time,n
0.0635663148874523,-0.6329581637766887,-0.0122114757547702,1.1603656449817106,0.1415935481062365,-0.0271824639433378,0.0000000000000000,4.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.1625587175084660,-0.6189845709448645,-0.0186775389684420,1.1302370525514100,0.1388668612768660,-0.0273655900985103,0.0999737819296164,4.0000000000000000,0.0000000000000000,0.0249934454824041,0.0000000000000000
0.2615889898344083,-0.6052818590042675,-0.0478269005888608,1.1533299908742976,0.1361217785523343,-0.0275504740874016,0.1999475742527911,4.0000000000000000,0.0000000000000000,0.0499868935631978,0.0000000000000000
0.3606566228198488,-0.5918519623819772,-0.0267378373292173,1.1663017700670173,0.1333581689848538,-0.0277362272476300,0.2999213609602243,4.0000000000000000,0.0000000000000000,0.0749803402400561,0.0000000000000000
0.4597611287291478,-0.5786968216137008,-0.0280085017119526,1.1404856005329527,0.1305759198664811,-0.0279233555179805,0.3998951616289967,4.0000000000000000,0.0000000000000000,0.0999737904072492,0.0000000000000000
0.5589019744778946,-0.5658183938840734,-0.0278505114674626,1.1151619060791238,0.1277749042213983,-0.0281116554305339,0.4998689641802853,4.0000000000000000,0.0000000000000000,0.1249672410450713,0.0000000000000000
0.6580786290754608,-0.5532186461857783,-0.0197967014921123,1.1037804876922037,0.1249549998396253,-0.0283012260604313,0.5998427730465361,4.0000000000000000,0.0000000000000000,0.1499606932616340,0.0000000000000000
0.7572905409745945,-0.5408995585029991,-0.0284583232026045,1.1388256174540132,0.1221160816933069,-0.0284920280975009,0.6998165865379573,4.0000000000000000,0.0000000000000000,0.1749541466344893,0.0000000000000000
0.8565371459318019,-0.5288631226331606,-0.0339634528420220,1.1310019697250739,0.1192580255382572,-0.0286840840212475,0.7997904050305042,4.0000000000000000,0.0000000000000000,0.1999476012576261,0.0000000000000000
0.9558178640083952,-0.5171113425530481,-0.0292199096954763,1.1120274423382996,0.1163807062605833,-0.0288773891535684,0.8997642281886457,4.0000000000000000,0.0000000000000000,0.2249410570471614,0.0000000000000000
1.0551321002180645,-0.5056462342581817,-0.0192699403959049,1.0999410317092631,0.1134839986748666,-0.0290719494932884,0.9997380558743105,4.0000000000000000,0.0000000000000000,0.2499345139685776,0.0000000000000000
1.1544792439890508,-0.4944698257651115,-0.0106636367567870,1.1007687439348648,0.1105677772351057,-0.0292677663075391,1.0997118878617711,4.0000000000000000,0.0000000000000000,0.2749279719654428,0.0000000000000000
1.2538586689961762,-0.4835841570544172,-0.0128700751096618,1.1373497038384093,0.1076319162051864,-0.0294648421326904,1.1996857239291434,4.0000000000000000,0.0000000000000000,0.2999214309822859,0.0000000000000000
1.3532697328744023,-0.4729912800239476,-0.0204118136800070,1.1300555810710544,0.1046762896467430,-0.0296631784934614,1.2996595638333075,4.0000000000000000,0.0000000000000000,0.3249148909583269,0.0000000000000000
1.4527117769644737,-0.4626932584306198,-0.0218918238696128,1.1108780634307269,0.1017007714791496,-0.0298627767203381,1.3996334073202334,4.0000000000000000,0.0000000000000000,0.3499083518300584,0.0000000000000000
1.5521841260449782,-0.4526921678271129,-0.0181870829075940,1.1134326050314880,0.0987052355144973,-0.0300636376387587,1.4996072541245518,4.0000000000000000,0.0000000000000000,0.3749018135311379,0.0000000000000000
1.6516860880645934,-0.4429900954912943,-0.0154749315893871,1.1549950142160161,0.0956895555034878,-0.0302657616597259,1.5995811039722114,4.0000000000000000,0.0000000000000000,0.3998952759930529,0.0000000000000000
1.7512169538705016,-0.4335891403487626,0.0002647962076645,1.1713928813809085,0.0926536051793503,-0.0304691487293082,1.6995549565821093,4.0000000000000000,0.0000000000000000,0.4248887391455273,0.0000000000000000
1.8507759969342334,-0.4244914128881253,0.0120422282366251,1.1661768257276277,0.0895972583043907,-0.0306737983263228,1.7995288116678969,4.0000000000000000,0.0000000000000000,0.4498822029169742,0.0000000000000000
1.9503624730746623,-0.4156990350688519,0.0146889896908019,1.1503841750236794,0.0865203887176000,-0.0308797094435533,1.8995026689396108,4.0000000000000000,0.0000000000000000,0.4748756672349027,0.0000000000000000
2.0499756201783197,-0.4072141402214741,0.0042134912714356,1.1227390259595020,0.0834228703839244,-0.0310868805733015,1.9994765281052245,4.0000000000000000,0.0000000000000000,0.4998691320263061,0.0000000000000000
2.1496146579170894,-0.3990388729399167,-0.0035551626479903,1.1002945455304167,0.0803045774450215,-0.0312953096921301,2.0994503888720915,4.0000000000000000,0.0000000000000000,0.5248625972180229,0.0000000000000000
2.2492787874633744,-0.3911753889657391,-0.0083856143058249,1.1031797103951453,0.0771653842715960,-0.0315049942445719,2.1994242509482902,4.0000000000000000,0.0000000000000000,0.5498560627370725,0.0000000000000000
2.3489671912028243,-0.3836258550640602,-0.0107782902928291,1.1384263078489407,0.0740051655173752,-0.0317159311266605,2.2993981140438620,4.0000000000000000,0.0000000000000000,0.5748495285109655,0.0000000000000000
2.4486790324447361,-0.3763924488909376,0.0053736952910563,1.1595060010061469,0.0708237961746889,-0.0319281166702939,2.3993719778719527,4.0000000000000000,0.0000000000000000,0.5998429944679882,0.0000000000000000
2.5484134551302211,-0.3694773588519716,0.0181198703170758,1.1600660476293230,0.0676211516317273,-0.0321415466254070,2.4993458421498427,4.0000000000000000,0.0000000000000000,0.6248364605374607,0.0000000000000000
2.6481695835382735,-0.3628827839518962,0.0256191446469775,1.1540645833936813,0.0643971077315253,-0.0323562161432530,2.5993197065998905,4.0000000000000000,0.0000000000000000,0.6498299266499726,0.0000000000000000
