# x,y,theta,velocity
3.022358417510986328e+00,2.596492052078247070e+00,-3.764656484127044678e-01,1.991998791694641113e+00
3.114104032516479492e+00,2.558003902435302734e+00,-4.183350205421447754e-01,1.966001510620117188e+00
3.204108953475952148e+00,2.515606164932250977e+00,-4.625117480754852295e-01,1.941059589385986328e+00
3.292098045349121094e+00,2.469171524047851562e+00,-5.090671181678771973e-01,1.917242169380187988e+00
3.377768039703369141e+00,2.418587684631347656e+00,-5.580836534500122070e-01,1.894641995429992676e+00
3.444527387619018555e+00,2.371392011642456055e+00,-5.292476415634155273e-01,2.000000000000000000e+00
3.530085086822509766e+00,2.320220708847045898e+00,-5.482401251792907715e-01,2.000000000000000000e+00
3.614683866500854492e+00,2.267479896545410156e+00,-5.669500231742858887e-01,2.000000000000000000e+00
3.698267459869384766e+00,2.213143348693847656e+00,-5.864285826683044434e-01,2.000000000000000000e+00
3.780747652053833008e+00,2.157147884368896484e+00,-6.072518229484558105e-01,2.000000000000000000e+00
3.861997365951538086e+00,2.099377870559692383e+00,-6.300268769264221191e-01,2.000000000000000000e+00
3.941839456558227539e+00,2.039686679840087891e+00,-6.556957960128784180e-01,1.999132156372070312e+00
4.020026206970214844e+00,1.977817296981811523e+00,-6.856631636619567871e-01,1.907441973686218262e+00
4.096215248107910156e+00,1.913396358489990234e+00,-7.212861776351928711e-01,1.814536809921264648e+00
4.169904708862304688e+00,1.846021890640258789e+00,-7.647297382354736328e-01,1.722264528274536133e+00
4.240272521972656250e+00,1.775174260139465332e+00,-8.203760385513305664e-01,1.634542584419250488e+00
4.305989742279052734e+00,1.700068235397338867e+00,-8.950107693672180176e-01,1.556471467018127441e+00
4.365041255950927734e+00,1.619547247886657715e+00,-9.957601428031921387e-01,1.491945862770080566e+00
4.414631843566894531e+00,1.532435655593872070e+00,-1.126536369323730469e+00,1.442967891693115234e+00
4.451206207275390625e+00,1.438525676727294922e+00,-1.288389801979064941e+00,1.412414431571960449e+00
4.470590114593505859e+00,1.339583635330200195e+00,-1.481676340103149414e+00,1.402438163757324219e+00
4.469007015228271484e+00,1.239317178726196289e+00,-1.698731064796447754e+00,1.402438163757324219e+00
4.445178985595703125e+00,1.142045259475708008e+00,-1.914765477180480957e+00,1.402438163757324219e+00
4.401673793792724609e+00,1.051345348358154297e+00,-2.103492259979248047e+00,1.414379477500915527e+00
4.343369960784912109e+00,9.693539738655090332e-01,-2.257142066955566406e+00,1.449341416358947754e+00
4.274798870086669922e+00,8.964704871177673340e-01,-2.379968643188476562e+00,1.503406524658203125e+00
4.199013710021972656e+00,8.317034244537353516e-01,-2.477005243301391602e+00,1.570643067359924316e+00
4.117982387542724609e+00,7.736078500747680664e-01,-2.553502798080444336e+00,1.647302746772766113e+00
4.033080577850341797e+00,7.210604548454284668e-01,-2.615577220916748047e+00,1.729593276977539062e+00
3.945302724838256836e+00,6.733540296554565430e-01,-2.668095588684082031e+00,1.813644766807556152e+00
3.855352163314819336e+00,6.299971938133239746e-01,-2.713716030120849609e+00,1.897034525871276855e+00
3.763717651367187500e+00,5.905414819717407227e-01,-2.753620386123657227e+00,1.979042768478393555e+00
3.670734405517578125e+00,5.545463562011718750e-01,-2.788601875305175781e+00,2.000000000000000000e+00
3.576634168624877930e+00,5.216159224510192871e-01,-2.819540023803710938e+00,2.000000000000000000e+00
3.481595277786254883e+00,4.914365112781524658e-01,-2.847398281097412109e+00,2.000000000000000000e+00
3.385768651962280273e+00,4.637862145900726318e-01,-2.873035192489624023e+00,2.000000000000000000e+00
3.289282560348510742e+00,4.385109543800354004e-01,-2.897054672241210938e+00,2.000000000000000000e+00
3.192241668701171875e+00,4.154950678348541260e-01,-2.919787645339965820e+00,2.000000000000000000e+00
3.094727754592895508e+00,3.946358561515808105e-01,-2.941389322280883789e+00,2.000000000000000000e+00
2.996803045272827148e+00,3.758363425731658936e-01,-2.961988925933837891e+00,2.000000000000000000e+00
2.898517370223999023e+00,3.590119183063507080e-01,-2.981768608093261719e+00,2.000000000000000000e+00
2.799913883209228516e+00,3.440980017185211182e-01,-3.000967025756835938e+00,2.000000000000000000e+00
2.701035499572753906e+00,3.310563564300537109e-01,-3.019845724105834961e+00,2.000000000000000000e+00
2.601925611495971680e+00,3.198736906051635742e-01,-3.038630962371826172e+00,2.000000000000000000e+00
2.502627134323120117e+00,3.105554282665252686e-01,-3.057486772537231445e+00,2.000000000000000000e+00
2.403180599212646484e+00,3.031185567378997803e-01,-3.076508522033691406e+00,2.000000000000000000e+00
2.303621292114257812e+00,2.975849807262420654e-01,-3.095729589462280273e+00,2.000000000000000000e+00
2.203979253768920898e+00,2.939761579036712646e-01,-3.115187168121337891e+00,2.000000000000000000e+00
2.104281187057495117e+00,2.923201024532318115e-01,-3.135046482086181641e+00,2.000000000000000000e+00
2.004557371139526367e+00,2.926706969738006592e-01,3.127511024475097656e+00,2.000000000000000000e+00
1.904850363731384277e+00,2.951285839080810547e-01,3.105558633804321289e+00,2.000000000000000000e+00
1.805220842361450195e+00,2.998566925525665283e-01,3.081740140914916992e+00,2.000000000000000000e+00
1.705745935440063477e+00,3.070597052574157715e-01,3.055880069732666016e+00,2.000000000000000000e+00
1.606511473655700684e+00,3.169304430484771729e-01,3.028364658355712891e+00,2.000000000000000000e+00
1.507601380348205566e+00,3.295916318893432617e-01,3.000136613845825195e+00,2.000000000000000000e+00
1.409089207649230957e+00,3.450447618961334229e-01,2.972449541091918945e+00,2.000000000000000000e+00
1.311030030250549316e+00,3.631610572338104248e-01,2.946471452713012695e+00,2.000000000000000000e+00
1.213452577590942383e+00,3.837095797061920166e-01,2.923090457916259766e+00,2.000000000000000000e+00
1.116353869438171387e+00,4.063883125782012939e-01,2.902977705001831055e+00,2.000000000000000000e+00
1.019695162773132324e+00,4.308409094810485840e-01,2.886722087860107422e+00,2.000000000000000000e+00
9.234012365341186523e-01,4.566595554351806641e-01,2.874904394149780273e+00,2.000000000000000000e+00
8.273606300354003906e-01,4.833859503269195557e-01,2.868106365203857422e+00,2.000000000000000000e+00
7.314293384552001953e-01,5.105105638504028320e-01,2.866915464401245117e+00,2.000000000000000000e+00
6.354436278343200684e-01,5.374681949615478516e-01,2.871919393539428711e+00,2.000000000000000000e+00
5.392354726791381836e-01,5.636341571807861328e-01,2.883654832839965820e+00,2.000000000000000000e+00
4.426442980766296387e-01,5.883314609527587891e-01,2.902510643005371094e+00,2.000000000000000000e+00
3.455259799957275391e-01,6.108496785163879395e-01,2.928672790527343750e+00,2.000000000000000000e+00
2.477639913558959961e-01,6.304639577865600586e-01,2.962112426757812500e+00,2.000000000000000000e+00
1.492988914251327515e-01,6.464516520500183105e-01,3.002605915069580078e+00,2.000000000000000000e+00
5.017513036727905273e-02,6.581044197082519531e-01,3.049732208251953125e+00,2.000000000000000000e+00
-4.942258074879646301e-02,6.647577881813049316e-01,3.102457284927368164e+00,2.000000000000000000e+00
-1.492021530866622925e-01,6.659110784530639648e-01,-3.124859571456909180e+00,2.000000000000000000e+00
-2.488519847393035889e-01,6.614204049110412598e-01,-3.070097446441650391e+00,2.000000000000000000e+00
-3.481273949146270752e-01,6.516646146774291992e-01,-3.021304845809936523e+00,2.000000000000000000e+00
-4.468883872032165527e-01,6.374834775924682617e-01,-2.981689691543579102e+00,2.000000000000000000e+00
-5.450912714004516602e-01,6.198983192443847656e-01,-2.951655626296997070e+00,2.000000000000000000e+00
-6.427730917930603027e-01,5.998237729072570801e-01,-2.929625272750854492e+00,2.000000000000000000e+00
-7.400297522544860840e-01,5.779475569725036621e-01,-2.913796663284301758e+00,2.000000000000000000e+00
-8.369861245155334473e-01,5.548013448715209961e-01,-2.903173923492431641e+00,2.000000000000000000e+00
-9.337663054466247559e-01,5.308615565299987793e-01,-2.897528648376464844e+00,2.000000000000000000e+00
-1.030476808547973633e+00,5.066167116165161133e-01,-2.896951436996459961e+00,2.000000000000000000e+00
-1.127217650413513184e+00,4.825680851936340332e-01,-2.901475667953491211e+00,2.000000000000000000e+00
-1.224101543426513672e+00,4.592094719409942627e-01,-2.911002397537231445e+00,2.000000000000000000e+00
-1.321265459060668945e+00,4.370122551918029785e-01,-2.925400018692016602e+00,2.000000000000000000e+00
-1.418844938278198242e+00,4.164389073848724365e-01,-2.944665431976318359e+00,2.000000000000000000e+00
-1.516923189163208008e+00,3.979759812355041504e-01,-2.969028472900390625e+00,2.000000000000000000e+00
-1.615484476089477539e+00,3.821651041507720947e-01,-2.998925209045410156e+00,2.000000000000000000e+00
