# x,y,theta,velocity
4.103490352630615234e+00,1.093606114387512207e+00,-1.645997762680053711e+00,1.718096256256103516e+00
4.092281341552734375e+00,9.947643280029296875e-01,-1.721691012382507324e+00,1.707547545433044434e+00
4.073549270629882812e+00,8.970697522163391113e-01,-1.799111008644104004e+00,1.698025226593017578e+00
4.047216415405273438e+00,8.011457920074462891e-01,-1.878734469413757324e+00,1.690169215202331543e+00
4.013213634490966797e+00,7.076668143272399902e-01,-1.961094379425048828e+00,1.684755921363830566e+00
3.948576450347900391e+00,5.659161210060119629e-01,-2.223514795303344727e+00,1.685851454734802246e+00
3.882588863372802734e+00,4.900322556495666504e-01,-2.361456871032714844e+00,1.679666280746459961e+00
3.806024789810180664e+00,4.248569309711456299e-01,-2.513926506042480469e+00,1.679666280746459961e+00
3.720314741134643555e+00,3.722948431968688965e-01,-2.664382696151733398e+00,1.679666280746459961e+00
3.627873182296752930e+00,3.327401578426361084e-01,-2.799446582794189453e+00,1.688243865966796875e+00
3.531196594238281250e+00,3.049398064613342285e-01,-2.909710407257080078e+00,1.715149044990539551e+00
3.432303428649902344e+00,2.865603864192962646e-01,-2.994448661804199219e+00,1.762737631797790527e+00
3.332253694534301758e+00,2.754534184932708740e-01,-3.060894489288330078e+00,1.825959205627441406e+00
3.231611728668212891e+00,2.703296840190887451e-01,-3.117642879486083984e+00,1.896376609802246094e+00
3.130823850631713867e+00,2.706283032894134521e-01,3.112721681594848633e+00,1.966819882392883301e+00
3.030237436294555664e+00,2.761451601982116699e-01,3.061910390853881836e+00,2.000000000000000000e+00
2.930099248886108398e+00,2.866564393043518066e-01,3.014345169067382812e+00,2.000000000000000000e+00
2.830560207366943359e+00,3.016915917396545410e-01,2.972159385681152344e+00,2.000000000000000000e+00
2.731692314147949219e+00,3.205986022949218750e-01,2.936420679092407227e+00,2.000000000000000000e+00
2.633508920669555664e+00,3.426980078220367432e-01,2.906752109527587891e+00,2.000000000000000000e+00
2.535985231399536133e+00,3.674225509166717529e-01,2.881979942321777344e+00,2.000000000000000000e+00
2.439068078994750977e+00,3.943428695201873779e-01,2.861257314682006836e+00,2.000000000000000000e+00
2.342678308486938477e+00,4.230789840221405029e-01,2.844573736190795898e+00,2.000000000000000000e+00
2.246713638305664062e+00,4.532173573970794678e-01,2.832125663757324219e+00,2.000000000000000000e+00
2.151064395904541016e+00,4.843456149101257324e-01,2.823680162429809570e+00,2.000000000000000000e+00
2.055623292922973633e+00,5.161002874374389648e-01,2.818835496902465820e+00,2.000000000000000000e+00
1.960284352302551270e+00,5.481524467468261719e-01,2.817355394363403320e+00,2.000000000000000000e+00
1.864940285682678223e+00,5.801886320114135742e-01,2.819126605987548828e+00,2.000000000000000000e+00
1.769486188888549805e+00,6.119034886360168457e-01,2.824057817459106445e+00,2.000000000000000000e+00
1.673824667930603027e+00,6.429998874664306641e-01,2.832031726837158203e+00,2.000000000000000000e+00
1.577872157096862793e+00,6.731899976730346680e-01,2.842914104461669922e+00,2.000000000000000000e+00
1.481559395790100098e+00,7.021961808204650879e-01,2.856582403182983398e+00,2.000000000000000000e+00
1.384824514389038086e+00,7.297503948211669922e-01,2.872940540313720703e+00,2.000000000000000000e+00
1.287608981132507324e+00,7.555922269821166992e-01,2.891914129257202148e+00,2.000000000000000000e+00
1.189876317977905273e+00,7.794620990753173828e-01,2.913428068161010742e+00,2.000000000000000000e+00
1.091619133949279785e+00,8.011026382446289062e-01,2.937372207641601562e+00,2.000000000000000000e+00
9.928512573242187500e-01,8.202674984931945801e-01,2.963580369949340820e+00,2.000000000000000000e+00
8.935990333557128906e-01,8.367297649383544922e-01,2.991853952407836914e+00,2.000000000000000000e+00
