# x,y,theta,velocity
2.458432197570800781e+00,-1.973334401845932007e-01,-3.038115739822387695e+00,2.000000000000000000e+00
2.359358310699462891e+00,-2.064977586269378662e-01,-3.060084819793701172e+00,2.000000000000000000e+00
2.260117053985595703e+00,-2.136351317167282104e-01,-3.079001426696777344e+00,2.000000000000000000e+00
2.160766363143920898e+00,-2.190451025962829590e-01,-3.094879388809204102e+00,2.000000000000000000e+00
2.061347723007202148e+00,-2.230275869369506836e-01,-3.107728719711303711e+00,2.000000000000000000e+00
1.949860095977783203e+00,-2.546861767768859863e-01,2.903345346450805664e+00,2.000000000000000000e+00
1.853930950164794922e+00,-2.269438058137893677e-01,2.818960189819335938e+00,2.000000000000000000e+00
1.760604619979858398e+00,-1.914155036211013794e-01,2.742085933685302734e+00,2.000000000000000000e+00
1.670054674148559570e+00,-1.493090540170669556e-01,2.676546335220336914e+00,2.000000000000000000e+00
1.582171201705932617e+00,-1.018866375088691711e-01,2.623152256011962891e+00,2.000000000000000000e+00
1.496623158454895020e+00,-5.036763101816177368e-02,2.582368135452270508e+00,2.000000000000000000e+00
1.412891745567321777e+00,4.060266539454460144e-03,2.554411888122558594e+00,2.000000000000000000e+00
1.330355525016784668e+00,6.028022989630699158e-02,2.538924932479858398e+00,2.000000000000000000e+00
1.248349666595458984e+00,1.172751709818840027e-01,2.537908077239990234e+00,2.000000000000000000e+00
1.165915966033935547e+00,1.736710369586944580e-01,2.555759429931640625e+00,2.000000000000000000e+00
1.081894636154174805e+00,2.277243286371231079e-01,2.594388246536254883e+00,2.000000000000000000e+00
9.952614307403564453e-01,2.776449620723724365e-01,2.651166677474975586e+00,2.000000000000000000e+00
9.054638147354125977e-01,3.219269514083862305e-01,2.720221757888793945e+00,2.000000000000000000e+00
8.125513792037963867e-01,3.595388829708099365e-01,2.795390129089355469e+00,2.000000000000000000e+00
7.170077562332153320e-01,3.899089097976684570e-01,2.872066259384155273e+00,2.000000000000000000e+00
6.195164918899536133e-01,4.128644466400146484e-01,2.947097063064575195e+00,2.000000000000000000e+00
